record_id,date,state,city,monitoring_station,pm2_5_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,co_mgm3,o3_ugm3,nh3_ugm3,aqi,aqi_category,dominant_pollutant,health_advisory,temperature_c,humidity_pct,wind_speed_kmph,monitoring_agency
33602,2018-05-12,Gujarat,Ahmedabad,Maninagar,55.3,111.8,53.7,6.3,1.04,30.1,40.9,92,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,30.1,52.8,23.1,State Pollution Control Board
33603,2018-05-12,Gujarat,Ahmedabad,Maninagar,88.2,135.0,13.3,6.3,0.77,33.9,21.2,198,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",22.6,53.3,12.4,State Pollution Control Board
33604,2018-05-12,Haryana,Faridabad,Faridabad Sector 16A,43.5,94.4,80.7,24.4,3.79,72.9,17.0,93,Satisfactory,NO2,Minor breathing discomfort to sensitive people,28.5,50.5,9.4,CPCB
33605,2018-05-12,Haryana,Gurugram,Gurugram Sector 51,165.7,261.8,94.6,7.3,1.78,61.9,95.0,335,Very Poor,PM2.5,Respiratory illness on prolonged exposure,37.5,63.7,26.3,State Pollution Control Board
33606,2018-05-12,Himachal Pradesh,Shimla,Shimla US Club,22.4,37.3,6.2,8.9,0.51,66.5,6.6,37,Good,PM2.5,Minimal impact,37.4,59.0,7.6,CPCB
33607,2018-05-12,Himachal Pradesh,Shimla,Shimla US Club,24.4,36.8,39.1,5.5,0.34,29.6,32.4,44,Good,NO2,Minimal impact,25.6,66.1,3.9,State Pollution Control Board
33608,2018-05-12,Jharkhand,Ranchi,Ranchi Circular Road,81.7,126.4,14.3,15.8,0.92,25.5,29.8,173,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",38.6,51.5,4.2,CPCB
33609,2018-05-12,Maharashtra,Mumbai,Bandra Kurla Complex,131.3,207.1,21.0,20.6,0.48,97.9,26.5,309,Very Poor,PM2.5,Respiratory illness on prolonged exposure,34.8,37.8,5.3,State Pollution Control Board
33610,2018-05-12,Maharashtra,Mumbai,Bandra Kurla Complex,29.6,59.2,48.2,19.5,0.84,26.4,15.8,51,Satisfactory,PM10,Minor breathing discomfort to sensitive people,23.1,88.0,18.3,State Pollution Control Board
33611,2018-05-12,Maharashtra,Nashik,Nashik Gangapur Road,41.9,66.8,20.1,11.0,1.3,155.7,19.5,70,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,34.3,38.2,4.9,State Pollution Control Board
33612,2018-05-12,Maharashtra,Pune,Pune Bhosari,25.9,55.4,30.4,17.4,1.0,198.7,66.9,43,Good,PM2.5,Minimal impact,25.8,57.1,17.5,State Pollution Control Board
33613,2018-05-12,Punjab,Amritsar,Amritsar Golden Gate,13.4,26.4,24.9,8.9,0.46,43.7,64.9,29,Good,NO2,Minimal impact,36.6,59.9,2.5,State Pollution Control Board
33614,2018-05-12,Punjab,Jalandhar,Jalandhar Sports Colony,68.2,134.3,16.4,12.6,1.99,49.2,28.5,127,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",36.4,38.5,0.2,CPCB
33615,2018-05-12,Rajasthan,Jodhpur,Jodhpur Collectorate,113.1,194.7,28.2,19.3,0.26,37.0,10.2,277,Poor,PM2.5,Breathing discomfort on prolonged exposure,26.5,61.1,5.2,CPCB
33616,2018-05-12,Rajasthan,Kota,Kota Vigyan Nagar,40.9,71.2,60.6,3.9,0.24,133.6,20.3,75,Satisfactory,NO2,Minor breathing discomfort to sensitive people,37.3,65.2,9.5,State Pollution Control Board
33617,2018-05-12,Tamil Nadu,Chennai,Alandur Bus Depot,35.8,55.5,34.4,6.0,1.05,92.0,30.2,60,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,35.0,54.9,4.6,State Pollution Control Board
33618,2018-05-12,West Bengal,Asansol,Asansol Court Area,35.9,62.6,39.6,7.4,1.32,144.2,11.1,60,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,34.7,41.5,7.7,State Pollution Control Board
33619,2018-05-13,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,36.5,57.0,36.0,13.7,1.59,17.3,16.8,61,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,35.5,49.1,2.4,State Pollution Control Board
33620,2018-05-13,Andhra Pradesh,Visakhapatnam,GVM Corporation,75.5,124.1,28.6,12.0,0.93,57.3,1.1,155,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",37.3,56.7,9.8,CPCB
33621,2018-05-13,Andhra Pradesh,Visakhapatnam,GVM Corporation,110.9,230.7,27.9,20.0,0.61,17.6,23.0,270,Poor,PM2.5,Breathing discomfort on prolonged exposure,33.4,80.4,8.9,CPCB
33622,2018-05-13,Bihar,Gaya,Gaya Collectorate,29.7,54.3,20.6,12.4,1.49,51.7,47.4,50,Good,PM2.5,Minimal impact,36.7,43.1,4.4,State Pollution Control Board
33623,2018-05-13,Bihar,Muzaffarpur,Muzaffarpur Collectorate,113.1,214.6,8.8,12.6,2.23,43.1,28.0,277,Poor,PM2.5,Breathing discomfort on prolonged exposure,37.3,31.8,12.6,CPCB
33624,2018-05-13,Bihar,Muzaffarpur,Muzaffarpur Collectorate,124.5,271.1,35.7,30.6,1.76,42.4,38.7,303,Very Poor,PM2.5,Respiratory illness on prolonged exposure,28.6,53.7,2.4,CPCB
33625,2018-05-13,Bihar,Patna,Rajbansi Nagar,152.1,290.4,65.0,14.2,0.88,148.6,2.2,327,Very Poor,PM10,Respiratory illness on prolonged exposure,28.1,60.7,6.6,CPCB
33626,2018-05-13,Chhattisgarh,Raipur,Raipur Telibandha,23.8,39.3,8.1,3.6,0.31,26.0,10.7,40,Good,PM2.5,Minimal impact,33.0,33.8,11.4,CPCB
33627,2018-05-13,Chhattisgarh,Raipur,Raipur Telibandha,118.5,205.8,15.1,33.2,0.92,57.9,25.8,295,Poor,PM2.5,Breathing discomfort on prolonged exposure,28.7,44.4,8.6,State Pollution Control Board
33628,2018-05-13,Delhi,Delhi,Anand Vihar,42.8,84.0,36.7,8.8,1.27,29.4,9.5,71,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,36.9,63.4,10.3,CPCB
33629,2018-05-13,Gujarat,Vadodara,Vadodara GIDC,46.6,101.8,41.5,12.2,1.06,91.7,6.5,78,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,27.7,41.6,0.2,CPCB
33630,2018-05-13,Gujarat,Vadodara,Vadodara GIDC,153.1,265.3,29.0,2.0,0.2,81.8,47.1,325,Very Poor,PM2.5,Respiratory illness on prolonged exposure,32.3,44.4,6.6,CPCB
33631,2018-05-13,Jharkhand,Jamshedpur,Jamshedpur Sakchi,56.7,92.7,34.0,32.8,1.02,53.8,23.8,95,Satisfactory,PM10,Minor breathing discomfort to sensitive people,27.5,95.4,3.6,State Pollution Control Board
33632,2018-05-13,Jharkhand,Ranchi,Ranchi Circular Road,35.5,76.3,16.2,19.3,0.57,79.3,16.2,59,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,25.9,43.2,6.9,CPCB
33633,2018-05-13,Karnataka,Bengaluru,Silk Board,71.3,155.5,32.8,11.9,0.35,78.1,27.2,138,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",33.1,54.9,4.1,CPCB
33634,2018-05-13,Kerala,Kochi,Kochi Vyttila,25.1,50.1,21.3,11.1,0.69,82.8,6.0,42,Good,PM2.5,Minimal impact,29.5,42.5,11.3,SAFAR
33635,2018-05-13,Kerala,Thiruvananthapuram,TVM Kariavattom,17.4,36.7,9.7,5.4,0.71,60.4,33.5,29,Good,PM2.5,Minimal impact,35.7,51.3,2.7,CPCB
33636,2018-05-13,Madhya Pradesh,Indore,Chhoti Gwaltoli,32.4,51.8,2.2,8.7,0.58,7.4,19.6,54,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.7,44.2,1.7,CPCB
33637,2018-05-13,Maharashtra,Mumbai,Colaba,37.3,62.3,17.6,3.1,1.11,40.6,9.5,64,Satisfactory,PM10,Minor breathing discomfort to sensitive people,30.3,57.8,15.9,State Pollution Control Board
33638,2018-05-13,Maharashtra,Nagpur,Nagpur Civil Lines,69.1,109.2,8.2,6.0,1.51,47.4,46.7,135,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",32.4,46.0,14.6,State Pollution Control Board
33639,2018-05-13,Odisha,Talcher,Talcher Coalfields,129.9,272.4,31.8,8.8,1.46,41.2,29.4,308,Very Poor,PM2.5,Respiratory illness on prolonged exposure,32.2,66.9,13.2,CPCB
33640,2018-05-13,Punjab,Amritsar,Amritsar Golden Gate,124.8,204.8,40.7,11.4,0.52,95.9,43.7,309,Very Poor,PM10,Respiratory illness on prolonged exposure,31.1,23.4,3.9,CPCB
33641,2018-05-13,Punjab,Jalandhar,Jalandhar Sports Colony,20.4,33.6,23.4,7.5,0.59,129.2,13.0,34,Good,PM2.5,Minimal impact,30.9,37.5,2.2,CPCB
33642,2018-05-13,Punjab,Jalandhar,Jalandhar Sports Colony,47.4,97.4,49.9,10.6,0.35,50.6,6.9,83,Satisfactory,PM10,Minor breathing discomfort to sensitive people,32.8,44.2,1.5,SAFAR
33643,2018-05-13,Rajasthan,Jodhpur,Jodhpur Collectorate,78.0,151.4,35.1,15.1,0.47,15.6,15.5,160,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",35.1,51.2,8.0,State Pollution Control Board
33644,2018-05-13,Tamil Nadu,Chennai,Alandur Bus Depot,23.3,38.4,36.6,3.1,0.48,144.0,31.3,41,Good,NO2,Minimal impact,33.6,49.2,5.4,State Pollution Control Board
33645,2018-05-13,Telangana,Hyderabad,Bollaram Industrial Area,57.0,103.0,37.2,5.5,1.02,44.6,63.0,95,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,39.2,65.4,5.4,State Pollution Control Board
33646,2018-05-13,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,62.0,131.1,14.3,7.2,1.65,101.3,20.7,107,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",31.5,64.3,21.4,State Pollution Control Board
33647,2018-05-13,Uttarakhand,Dehradun,Dehradun ISBT,19.5,39.9,28.9,4.7,1.28,69.2,7.0,36,Good,NO2,Minimal impact,34.1,57.0,5.3,State Pollution Control Board
33648,2018-05-13,West Bengal,Asansol,Asansol Court Area,64.1,130.4,18.8,12.3,1.02,43.9,16.6,114,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",28.2,57.7,15.8,CPCB
33649,2018-05-13,West Bengal,Asansol,Asansol Court Area,150.3,249.5,40.0,16.8,0.63,16.5,6.2,323,Very Poor,PM2.5,Respiratory illness on prolonged exposure,37.4,57.0,9.8,CPCB
33650,2018-05-13,West Bengal,Howrah,Howrah Ghusuri,51.2,92.0,14.5,19.7,1.15,50.9,15.6,85,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,27.8,66.8,3.3,State Pollution Control Board
33651,2018-05-14,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,25.3,51.9,39.3,13.8,1.36,38.7,6.4,42,Good,PM2.5,Minimal impact,28.8,57.0,10.5,State Pollution Control Board
33652,2018-05-14,Delhi,Delhi,Anand Vihar,157.5,333.1,44.1,9.0,1.93,39.0,26.3,329,Very Poor,PM2.5,Respiratory illness on prolonged exposure,36.1,47.8,1.7,CPCB
33653,2018-05-14,Delhi,Delhi,Punjabi Bagh,165.8,259.0,52.4,26.7,2.46,35.3,81.7,335,Very Poor,PM2.5,Respiratory illness on prolonged exposure,29.1,36.0,0.8,CPCB
33654,2018-05-14,Delhi,Delhi,Dwarka Sector 8,134.1,234.2,40.2,20.3,0.92,129.9,25.8,311,Very Poor,PM2.5,Respiratory illness on prolonged exposure,22.7,60.6,4.5,SAFAR
33655,2018-05-14,Gujarat,Vadodara,Vadodara GIDC,47.4,101.9,15.8,19.3,0.2,14.0,14.8,80,Satisfactory,PM10,Minor breathing discomfort to sensitive people,30.5,50.3,3.9,State Pollution Control Board
33656,2018-05-14,Haryana,Faridabad,Faridabad Sector 16A,156.7,327.9,74.2,19.2,0.65,77.2,63.8,328,Very Poor,PM2.5,Respiratory illness on prolonged exposure,31.1,60.1,11.0,CPCB
33657,2018-05-14,Haryana,Faridabad,Faridabad Sector 16A,62.5,136.2,26.7,12.6,2.25,96.7,14.2,111,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",28.3,26.2,1.2,SAFAR
33658,2018-05-14,Jharkhand,Jamshedpur,Jamshedpur Sakchi,83.8,135.4,75.7,29.0,0.79,38.4,31.1,179,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",39.9,65.4,3.0,CPCB
33659,2018-05-14,Karnataka,Bengaluru,Silk Board,23.9,52.4,14.1,2.1,0.8,44.9,52.3,40,Good,PM2.5,Minimal impact,27.7,56.9,29.3,State Pollution Control Board
33660,2018-05-14,Kerala,Kochi,Kochi Vyttila,19.2,35.0,33.0,3.7,0.8,114.8,18.7,35,Good,NO2,Minimal impact,26.7,33.6,9.0,CPCB
33661,2018-05-14,Madhya Pradesh,Indore,Chhoti Gwaltoli,20.0,42.7,40.2,23.9,0.4,87.5,18.3,47,Good,NO2,Minimal impact,40.6,71.9,3.9,State Pollution Control Board
33662,2018-05-14,Maharashtra,Mumbai,Colaba,39.0,66.5,7.5,19.4,0.26,84.6,26.3,65,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,34.6,60.9,2.9,SAFAR
33663,2018-05-14,Maharashtra,Mumbai,Bandra Kurla Complex,29.0,47.8,29.6,10.3,0.89,51.7,15.1,48,Good,PM2.5,Minimal impact,34.1,53.3,8.3,CPCB
33664,2018-05-14,Maharashtra,Nagpur,Nagpur Civil Lines,57.3,98.3,19.3,17.6,1.43,33.2,9.5,96,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.6,50.4,20.3,SAFAR
33665,2018-05-14,Punjab,Amritsar,Amritsar Golden Gate,37.1,64.1,37.2,9.9,0.58,85.7,4.6,62,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,26.5,47.9,3.9,State Pollution Control Board
33666,2018-05-14,Punjab,Ludhiana,Ludhiana Civil Hospital,23.7,42.8,51.0,10.3,0.2,42.6,81.4,57,Satisfactory,NO2,Minor breathing discomfort to sensitive people,34.2,28.5,6.8,CPCB
33667,2018-05-14,Rajasthan,Jodhpur,Jodhpur Collectorate,47.7,93.2,30.4,3.7,0.26,34.7,27.0,80,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,25.1,22.3,30.8,State Pollution Control Board
33668,2018-05-14,Telangana,Hyderabad,Bollaram Industrial Area,124.5,189.5,17.3,8.9,0.76,189.5,5.3,303,Very Poor,PM2.5,Respiratory illness on prolonged exposure,31.7,74.6,6.4,CPCB
33669,2018-05-14,Uttar Pradesh,Lucknow,Lalbagh,105.2,207.5,22.7,8.4,4.17,62.6,9.1,251,Poor,PM2.5,Breathing discomfort on prolonged exposure,34.6,45.6,17.8,CPCB
33670,2018-05-14,West Bengal,Asansol,Asansol Court Area,107.7,182.2,58.2,27.7,0.36,87.6,12.2,261,Poor,PM10,Breathing discomfort on prolonged exposure,36.3,32.8,6.2,State Pollution Control Board
33671,2018-05-14,West Bengal,Kolkata,Rabindra Bharati University,29.3,47.6,12.4,8.9,1.13,107.8,15.7,49,Good,PM2.5,Minimal impact,30.6,63.7,22.8,State Pollution Control Board
33672,2018-05-14,West Bengal,Kolkata,Rabindra Bharati University,66.3,131.5,8.2,12.9,3.4,35.7,28.4,121,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",37.3,35.1,17.0,CPCB
33673,2018-05-15,Andhra Pradesh,Visakhapatnam,GVM Corporation,61.6,118.2,16.7,8.0,1.81,70.0,7.9,105,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",29.6,62.1,0.8,State Pollution Control Board
33674,2018-05-15,Bihar,Gaya,Gaya Collectorate,109.6,228.3,16.8,12.9,1.76,47.5,47.1,265,Poor,PM2.5,Breathing discomfort on prolonged exposure,33.9,52.3,6.1,CPCB
33675,2018-05-15,Bihar,Gaya,Gaya Collectorate,227.1,398.4,29.1,15.9,0.76,35.9,2.5,391,Very Poor,PM10,Respiratory illness on prolonged exposure,32.7,59.5,7.1,State Pollution Control Board
33676,2018-05-15,Bihar,Muzaffarpur,Muzaffarpur Collectorate,109.1,214.4,33.9,17.5,0.47,52.2,32.1,264,Poor,PM2.5,Breathing discomfort on prolonged exposure,24.1,48.9,5.4,State Pollution Control Board
33677,2018-05-15,Bihar,Patna,Rajbansi Nagar,134.3,273.0,51.6,9.7,1.95,11.2,20.3,320,Very Poor,PM10,Respiratory illness on prolonged exposure,34.0,35.2,3.5,State Pollution Control Board
33678,2018-05-15,Delhi,Delhi,Dwarka Sector 8,15.5,34.0,22.5,20.5,1.06,38.8,37.6,26,Good,PM2.5,Minimal impact,39.6,36.3,5.4,SAFAR
33679,2018-05-15,Delhi,Delhi,Dwarka Sector 8,47.5,97.3,6.9,12.5,1.2,5.7,20.5,82,Satisfactory,PM10,Minor breathing discomfort to sensitive people,30.6,48.7,7.5,SAFAR
33680,2018-05-15,Gujarat,Ahmedabad,Maninagar,60.9,103.4,52.0,19.7,0.99,129.4,58.7,104,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",35.8,66.1,12.6,CPCB
33681,2018-05-15,Haryana,Gurugram,Gurugram Sector 51,28.9,50.7,28.8,12.3,2.29,78.9,28.5,48,Good,PM2.5,Minimal impact,32.0,49.8,18.8,State Pollution Control Board
33682,2018-05-15,Karnataka,Mysuru,Mysuru Hebbal,29.6,61.2,28.0,18.2,1.04,85.9,45.3,49,Good,PM2.5,Minimal impact,29.8,83.2,1.2,State Pollution Control Board
33683,2018-05-15,Kerala,Thiruvananthapuram,TVM Kariavattom,15.1,28.5,6.3,32.2,0.52,102.3,31.2,25,Good,PM2.5,Minimal impact,36.9,58.4,9.2,SAFAR
33684,2018-05-15,Maharashtra,Nagpur,Nagpur Civil Lines,33.5,68.0,21.6,1.2,0.95,77.1,23.0,56,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.7,57.8,15.7,State Pollution Control Board
33685,2018-05-15,Odisha,Bhubaneswar,Bhubaneswar Capital Hospital,58.2,104.3,27.1,11.2,2.14,84.1,11.6,97,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,30.9,72.4,6.6,State Pollution Control Board
33686,2018-05-15,Punjab,Amritsar,Amritsar Golden Gate,85.8,173.7,15.1,5.8,1.22,110.6,17.4,186,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",29.1,32.4,8.7,CPCB
33687,2018-05-15,Punjab,Jalandhar,Jalandhar Sports Colony,59.6,99.3,17.0,3.6,1.66,50.2,20.2,101,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",26.8,40.8,4.8,State Pollution Control Board
33688,2018-05-15,Punjab,Ludhiana,Ludhiana Civil Hospital,102.2,162.8,25.7,11.7,0.26,104.4,51.0,241,Poor,PM2.5,Breathing discomfort on prolonged exposure,27.1,62.0,25.1,State Pollution Control Board
33689,2018-05-15,Rajasthan,Jodhpur,Jodhpur Collectorate,57.8,104.5,10.3,3.6,0.44,140.7,9.3,96,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.5,92.4,3.1,CPCB
33690,2018-05-15,Rajasthan,Jodhpur,Jodhpur Collectorate,54.5,83.9,30.5,13.8,0.96,44.4,6.6,91,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,27.8,63.6,8.5,CPCB
33691,2018-05-15,Rajasthan,Jodhpur,Jodhpur Collectorate,26.7,42.9,24.0,22.1,1.34,85.4,13.0,46,Good,PM10,Minimal impact,38.0,42.2,14.5,State Pollution Control Board
33692,2018-05-15,Rajasthan,Kota,Kota Vigyan Nagar,89.0,190.1,33.0,18.6,0.2,110.0,13.5,197,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",37.1,31.7,2.6,SAFAR
33693,2018-05-15,Uttar Pradesh,Kanpur,Nehru Nagar,89.2,173.6,59.8,17.4,3.5,198.6,32.7,197,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.8,45.6,3.6,State Pollution Control Board
33694,2018-05-15,West Bengal,Asansol,Asansol Court Area,107.3,210.9,13.2,13.4,1.39,78.7,43.5,258,Poor,PM2.5,Breathing discomfort on prolonged exposure,36.6,62.0,1.6,CPCB
33695,2018-05-16,Andhra Pradesh,Visakhapatnam,GVM Corporation,58.1,99.6,25.7,5.4,2.59,65.4,7.4,97,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.2,69.5,9.5,CPCB
33696,2018-05-16,Bihar,Muzaffarpur,Muzaffarpur Collectorate,154.9,297.2,40.5,6.9,1.13,46.8,12.4,327,Very Poor,PM2.5,Respiratory illness on prolonged exposure,32.3,34.5,2.6,SAFAR
33697,2018-05-16,Chhattisgarh,Raipur,Raipur Telibandha,51.6,100.8,36.6,12.0,1.65,113.0,8.9,86,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.3,48.9,1.4,State Pollution Control Board
33698,2018-05-16,Delhi,Delhi,R K Puram,112.9,203.9,21.9,13.4,1.49,172.6,15.7,276,Poor,PM2.5,Breathing discomfort on prolonged exposure,30.9,48.0,5.8,State Pollution Control Board
33699,2018-05-16,Delhi,Delhi,Anand Vihar,83.3,182.8,82.4,10.9,2.32,106.7,21.7,183,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",31.4,71.3,4.6,CPCB
33700,2018-05-16,Gujarat,Vadodara,Vadodara GIDC,47.6,97.1,41.3,3.4,1.74,77.6,44.8,80,Satisfactory,PM10,Minor breathing discomfort to sensitive people,34.0,68.1,2.3,State Pollution Control Board
33701,2018-05-16,Himachal Pradesh,Shimla,Shimla US Club,14.4,22.9,3.2,10.0,0.47,71.1,18.8,24,Good,PM2.5,Minimal impact,29.1,63.4,1.0,State Pollution Control Board
33702,2018-05-16,Jammu and Kashmir,Srinagar,Srinagar Rajbagh,27.0,51.2,12.9,11.5,0.2,133.1,63.0,45,Good,PM2.5,Minimal impact,28.5,52.9,8.6,CPCB
33703,2018-05-16,Karnataka,Mysuru,Mysuru Hebbal,42.8,91.3,11.6,6.6,0.64,114.3,3.2,72,Satisfactory,PM10,Minor breathing discomfort to sensitive people,33.2,43.3,8.6,CPCB
33704,2018-05-16,Karnataka,Mysuru,Mysuru Hebbal,73.4,135.8,27.2,22.1,0.48,89.8,4.2,145,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",32.8,65.6,12.7,CPCB
33705,2018-05-16,Madhya Pradesh,Indore,Chhoti Gwaltoli,51.6,78.1,23.2,7.0,1.35,39.3,43.7,86,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,41.9,70.0,6.3,CPCB
33706,2018-05-16,Madhya Pradesh,Indore,Chhoti Gwaltoli,105.5,180.3,47.1,7.8,1.31,6.3,9.8,263,Poor,PM10,Breathing discomfort on prolonged exposure,33.2,36.2,13.8,CPCB
33707,2018-05-16,Maharashtra,Nagpur,Nagpur Civil Lines,61.9,123.4,34.0,7.3,3.25,22.9,11.8,106,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",38.4,62.1,6.3,CPCB
33708,2018-05-16,Odisha,Bhubaneswar,Bhubaneswar Capital Hospital,75.5,116.8,21.8,17.9,2.1,70.3,42.7,152,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.1,58.2,7.6,State Pollution Control Board
33709,2018-05-16,Odisha,Talcher,Talcher Coalfields,95.6,147.8,28.2,15.6,0.4,195.0,20.9,219,Poor,PM2.5,Breathing discomfort on prolonged exposure,32.5,45.7,14.3,SAFAR
33710,2018-05-16,Punjab,Amritsar,Amritsar Golden Gate,68.1,132.3,10.1,13.9,2.17,22.5,39.7,127,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",34.3,53.8,10.9,SAFAR
33711,2018-05-16,Rajasthan,Jaipur,Adarsh Nagar,43.2,88.5,27.4,13.3,1.14,34.2,8.0,76,Satisfactory,PM10,Minor breathing discomfort to sensitive people,30.4,54.8,13.4,State Pollution Control Board
33712,2018-05-16,Rajasthan,Kota,Kota Vigyan Nagar,38.2,63.1,56.5,14.7,1.09,67.7,9.4,66,Satisfactory,PM10,Minor breathing discomfort to sensitive people,25.9,51.2,12.7,State Pollution Control Board
33713,2018-05-16,Rajasthan,Kota,Kota Vigyan Nagar,35.2,61.0,30.3,10.2,0.41,59.0,14.7,59,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.6,53.3,5.9,CPCB
33714,2018-05-16,Telangana,Hyderabad,Bollaram Industrial Area,89.9,178.2,7.4,8.7,0.2,18.0,6.3,200,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",31.0,50.8,15.1,State Pollution Control Board
33715,2018-05-16,Uttar Pradesh,Agra,Sanjay Palace,19.9,31.5,22.0,5.6,0.69,41.5,24.9,33,Good,PM2.5,Minimal impact,28.2,62.0,3.1,CPCB
33716,2018-05-16,Uttar Pradesh,Ghaziabad,Sanjay Nagar,46.7,100.3,46.6,6.4,1.21,71.5,64.3,78,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.7,88.8,10.9,CPCB
33717,2018-05-16,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,118.0,187.9,33.0,12.2,0.84,198.8,71.8,293,Poor,PM2.5,Breathing discomfort on prolonged exposure,32.6,52.2,4.5,State Pollution Control Board
33718,2018-05-16,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,29.2,55.0,41.1,16.5,0.76,71.0,34.6,49,Good,PM2.5,Minimal impact,29.5,59.5,15.3,State Pollution Control Board
33719,2018-05-16,Uttarakhand,Dehradun,Dehradun ISBT,66.3,143.1,54.5,13.1,1.21,90.0,9.2,121,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",29.6,62.1,17.2,SAFAR
33720,2018-05-17,Andhra Pradesh,Visakhapatnam,GVM Corporation,39.0,72.7,9.4,11.4,0.52,46.1,11.1,68,Satisfactory,PM10,Minor breathing discomfort to sensitive people,27.1,55.3,7.5,SAFAR
33721,2018-05-17,Assam,Guwahati,Guwahati Railway Colony,80.4,157.8,15.9,8.8,3.35,16.7,12.6,168,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",37.2,63.6,4.8,CPCB
33722,2018-05-17,Bihar,Gaya,Gaya Collectorate,66.6,141.0,48.7,25.3,0.44,57.7,13.4,122,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",37.3,34.0,2.5,State Pollution Control Board
33723,2018-05-17,Bihar,Gaya,Gaya Collectorate,167.6,328.3,26.1,1.3,1.58,261.8,49.6,337,Very Poor,PM2.5,Respiratory illness on prolonged exposure,35.4,44.4,8.4,SAFAR
33724,2018-05-17,Bihar,Muzaffarpur,Muzaffarpur Collectorate,104.9,168.8,20.7,6.8,0.59,35.3,57.4,250,Poor,PM2.5,Breathing discomfort on prolonged exposure,39.0,47.6,7.6,CPCB
33725,2018-05-17,Bihar,Muzaffarpur,Muzaffarpur Collectorate,96.4,157.0,37.6,14.5,1.54,39.6,11.9,229,Poor,PM10,Breathing discomfort on prolonged exposure,29.0,39.8,4.7,CPCB
33726,2018-05-17,Chandigarh,Chandigarh,Sector 22,94.4,161.3,17.4,7.1,0.85,34.0,21.5,215,Poor,PM2.5,Breathing discomfort on prolonged exposure,36.2,68.7,8.9,State Pollution Control Board
