fire_id,detection_date,state,latitude,longitude,sensor,detection_confidence_pct,temperature_c,relative_humidity_pct,wind_speed_kmh,rainfall_last_7d_mm,ndvi,fuel_moisture_index,drought_index,fire_radiative_power_mw,estimated_burned_area_ha,fire_risk,data_status
IND-FIRE-0102,2024-05-10,Odisha,21.9466,86.02496,SNPP-VIIRS,44.2,34.6,39.9,11.5,2.8,0.597,0.591,0.655,35.9,0.76,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0072,2024-05-12,Karnataka,16.54365,74.69475,MODIS,46.2,29.1,53.8,7.6,3.5,0.382,0.775,0.471,29.4,4.08,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0298,2024-05-14,Tamil Nadu,11.3234,77.9495,SNPP-VIIRS,35.0,26.7,42.7,8.3,5.2,0.624,0.778,0.426,25.0,1.47,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0117,2024-05-15,Sikkim,27.80599,89.1045,SNPP-VIIRS,47.2,39.4,44.6,5.0,1.8,0.472,0.548,0.896,43.9,3.82,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0252,2024-05-15,Telangana,17.6674,77.72634,SNPP-VIIRS,47.7,31.5,63.2,12.0,9.4,0.33,0.818,0.244,19.7,0.53,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0097,2024-05-16,Karnataka,15.29546,76.0015,SNPP-VIIRS,48.8,35.1,52.2,4.5,4.3,0.41,0.546,0.534,35.6,1.96,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0045,2024-05-16,Telangana,18.05205,79.24857,MODIS,62.6,34.8,49.4,10.6,8.0,0.463,0.639,0.518,53.4,13.75,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0039,2024-05-18,Gujarat,21.4141,71.4457,SNPP-VIIRS,61.7,35.0,54.4,8.2,1.5,0.459,0.663,0.53,34.5,1.55,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0190,2024-05-20,Himachal Pradesh,31.60484,76.42486,SNPP-VIIRS,45.6,30.8,41.4,10.7,0.5,0.651,0.606,0.737,44.0,7.44,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0263,2024-05-20,Jharkhand,24.58453,85.84908,SNPP-VIIRS,60.7,35.2,38.3,7.7,0.0,0.505,0.597,0.756,31.4,1.83,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0172,2024-05-20,Madhya Pradesh,23.03599,78.77674,SNPP-VIIRS,35.0,34.8,58.0,10.7,8.7,0.363,0.73,0.428,23.0,1.2,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0020,2024-05-20,Mizoram,23.86545,92.52967,MODIS,52.7,29.7,44.5,14.2,0.3,0.458,0.661,0.676,25.8,3.92,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0080,2024-05-23,Tamil Nadu,10.59941,79.14389,SNPP-VIIRS,55.4,33.3,37.8,12.5,12.6,0.287,0.684,0.697,52.2,1.48,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0283,2024-05-29,Gujarat,22.3142,70.7873,MODIS,53.5,31.2,16.4,7.6,7.5,0.528,0.68,0.94,33.6,1.28,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0210,2024-05-29,Madhya Pradesh,22.55492,79.02639,SNPP-VIIRS,58.1,37.3,38.7,12.4,1.5,0.515,0.577,0.831,47.4,11.27,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0099,2024-06-04,Assam,26.23218,92.21134,MODIS,60.4,30.1,36.9,11.1,30.9,0.412,0.751,0.533,28.2,2.31,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0264,2024-06-06,Chhattisgarh,20.38275,82.90417,SNPP-VIIRS,40.8,25.7,56.7,6.7,1.5,0.521,0.807,0.297,17.4,1.92,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0105,2024-06-06,Tamil Nadu,10.47128,78.27788,SNPP-VIIRS,67.9,32.9,28.8,12.8,4.9,0.468,0.526,0.694,28.5,6.41,high,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0134,2024-06-08,Jharkhand,23.41512,83.69439,SNPP-VIIRS,38.2,29.8,62.8,16.3,37.2,0.421,0.749,0.159,30.8,2.59,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0056,2024-06-08,Tamil Nadu,10.58526,78.09735,MODIS,41.9,32.0,52.4,11.1,11.7,0.647,0.559,0.307,31.1,2.34,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0051,2024-06-09,Chhattisgarh,20.42971,82.29071,SNPP-VIIRS,53.4,31.8,71.2,17.4,5.1,0.514,0.746,0.316,40.5,2.32,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0044,2024-06-15,Jharkhand,22.83094,85.56838,SNPP-VIIRS,35.8,30.1,50.6,11.5,10.8,0.449,0.735,0.506,26.8,6.17,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0251,2024-06-15,Nagaland,26.36978,94.82209,SNPP-VIIRS,41.9,28.4,47.3,7.0,15.7,0.29,0.693,0.534,17.6,13.98,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0268,2024-06-22,Chhattisgarh,20.85595,81.70562,SNPP-VIIRS,42.5,26.1,48.4,9.2,0.1,0.388,0.753,0.377,24.8,7.51,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0026,2024-06-28,Chhattisgarh,20.84837,80.35787,SNPP-VIIRS,38.4,29.2,53.6,7.2,22.0,0.444,0.733,0.333,34.3,0.54,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0133,2024-06-30,Maharashtra,20.61573,76.7344,SNPP-VIIRS,35.0,28.6,73.0,10.8,19.5,0.446,0.832,0.0,24.3,3.33,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0184,2024-11-01,Jharkhand,23.81498,85.82305,SNPP-VIIRS,59.1,25.8,49.7,4.7,23.9,0.514,0.9,0.253,16.2,2.84,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0200,2024-11-11,Jharkhand,23.0343,85.65936,SNPP-VIIRS,35.0,29.1,73.8,6.6,7.2,0.458,0.767,0.023,12.0,0.6,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0130,2024-11-13,Manipur,25.41653,93.94266,SNPP-VIIRS,39.8,26.3,46.1,0.5,4.7,0.451,0.861,0.48,21.1,4.65,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0028,2024-11-14,Andhra Pradesh,16.06832,80.23876,SNPP-VIIRS,35.0,27.3,42.8,3.6,15.1,0.398,0.733,0.565,12.9,1.12,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0030,2024-11-14,Odisha,21.42196,85.51426,MODIS,66.2,31.3,73.0,10.5,5.1,0.511,0.748,0.141,43.6,7.63,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0064,2024-11-22,Sikkim,28.63493,89.04793,SNPP-VIIRS,40.3,25.9,71.2,9.2,6.1,0.283,0.706,0.238,24.0,0.96,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0260,2024-11-23,Manipur,25.23849,94.21311,SNPP-VIIRS,35.0,27.9,54.5,10.3,4.1,0.802,0.707,0.422,30.1,1.39,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0221,2024-11-25,Jharkhand,23.76467,85.30993,SNPP-VIIRS,35.0,30.1,53.6,7.9,12.4,0.445,0.738,0.317,34.6,4.12,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0101,2024-11-30,Uttar Pradesh,27.62358,81.61186,SNPP-VIIRS,38.7,25.8,57.3,7.2,14.9,0.431,0.79,0.357,10.9,3.54,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0093,2024-12-01,Kerala,10.39964,76.34348,SNPP-VIIRS,35.0,21.7,46.7,7.7,5.4,0.497,0.79,0.239,21.6,0.9,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0135,2024-12-02,Manipur,23.58523,94.36518,MODIS,35.0,25.1,51.1,7.2,11.0,0.448,0.824,0.286,25.2,6.13,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0220,2024-12-03,Karnataka,14.88764,76.05343,SNPP-VIIRS,35.0,24.7,32.6,4.0,16.2,0.37,0.731,0.414,18.2,1.23,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0274,2024-12-07,Manipur,24.81348,92.70198,SNPP-VIIRS,44.9,30.0,61.1,9.6,23.0,0.499,0.795,0.127,17.6,4.01,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0033,2024-12-14,Jharkhand,24.31823,85.99489,SNPP-VIIRS,35.0,26.8,55.9,2.9,4.5,0.566,0.83,0.375,11.4,2.82,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0029,2024-12-15,Chhattisgarh,20.71736,80.65721,SNPP-VIIRS,35.0,26.6,52.6,9.9,4.2,0.506,0.807,0.49,10.1,4.53,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0247,2024-12-17,Manipur,24.61517,94.56284,SNPP-VIIRS,45.9,26.9,43.9,6.5,14.4,0.429,0.701,0.374,15.4,3.02,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0223,2024-12-17,Nagaland,26.00328,94.15172,SNPP-VIIRS,35.0,22.6,47.3,2.9,2.0,0.563,0.9,0.384,21.2,1.45,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0297,2024-12-20,West Bengal,23.67714,88.05531,SNPP-VIIRS,35.0,23.8,54.3,12.6,4.3,0.556,0.711,0.228,14.8,2.14,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0250,2024-12-24,Kerala,11.18438,76.31898,MODIS,35.0,26.6,38.7,4.3,8.8,0.477,0.743,0.426,21.1,3.65,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0054,2024-12-24,Nagaland,26.91834,94.45519,MODIS,35.0,25.0,44.5,7.3,4.2,0.677,0.749,0.454,15.6,1.9,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0152,2024-12-25,Uttar Pradesh,28.16267,80.2589,SNPP-VIIRS,35.0,24.3,58.6,6.1,9.2,0.403,0.756,0.4,32.7,1.97,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0256,2024-12-26,Rajasthan,26.65467,73.90746,SNPP-VIIRS,35.0,24.1,47.7,9.3,12.8,0.612,0.879,0.318,29.6,1.96,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0199,2024-12-27,Chhattisgarh,20.74794,81.68534,MODIS,39.2,25.1,49.2,8.9,5.9,0.336,0.682,0.352,17.7,3.82,moderate,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0027,2024-12-30,Madhya Pradesh,23.35932,77.9841,SNPP-VIIRS,39.7,24.3,63.1,7.2,1.3,0.585,0.756,0.174,14.8,3.72,low,synthetic_event_calibrated_to_FSI_patterns
IND-FIRE-0182,2024-12-30,Uttar Pradesh,27.00471,81.43293,SNPP-VIIRS,43.5,27.7,62.5,8.2,5.5,0.513,0.7,0.22,33.2,9.76,low,synthetic_event_calibrated_to_FSI_patterns
