Observation_ID,Date,Year,Month,Glacier_Name,Himalayan_Basin_Range,State_or_UT,Elevation_m_asl,Ambient_Air_Temp_C,Ice_Surface_Temp_C,Solar_Irradiance_W_m2,Surface_Albedo,Debris_Cover_Thickness_cm,Daily_Liquefaction_Melt_cm_we,Annual_Terminus_Retreat_m_yr,Net_Annual_Mass_Balance_m_we_yr,Glacial_Lake_Volume_10k_m3,Proglacial_Discharge_m3_s,GLOF_Susceptibility_Class
HIM-GL-MELT-003968,2024-06-18,2024,June,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4163,10.3,0.0,638.1,0.3,6.4,9.44,24.8,-1.13,562.6,40.5,High Risk
HIM-GL-MELT-003969,2026-05-04,2026,May,Parkachik Glacier,Zanskar Range,Ladakh,4408,8.4,0.0,773.8,0.33,5.5,9.25,21.9,-1.18,157.0,35.6,Moderate Risk
HIM-GL-MELT-003970,2018-08-10,2018,August,Drang-Drung Glacier,Zanskar Range,Ladakh,4410,6.7,0.0,689.0,0.31,3.4,8.47,14.0,-0.84,124.4,31.2,Moderate Risk
HIM-GL-MELT-003971,2018-06-12,2018,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4676,6.8,0.0,449.7,0.4,1.9,7.16,33.8,-1.29,238.6,27.8,High Risk
HIM-GL-MELT-003972,2025-08-13,2025,August,Parkachik Glacier,Zanskar Range,Ladakh,4612,6.7,0.0,618.6,0.18,21.7,2.11,27.3,-1.3,184.7,10.8,Low Risk / Monitored
HIM-GL-MELT-003973,2024-05-03,2024,May,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4249,2.7,-1.1,825.7,0.35,3.9,5.48,28.7,-1.54,545.9,23.8,High Risk
HIM-GL-MELT-003974,2026-09-18,2026,September,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4908,-0.2,-1.4,681.9,0.3,11.7,1.61,25.9,-1.36,540.2,10.8,Low Risk / Monitored
HIM-GL-MELT-003975,2022-10-13,2022,October,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4116,8.9,0.0,663.2,0.34,5.1,9.52,24.6,-1.04,116.0,36.1,Moderate Risk
HIM-GL-MELT-003976,2022-09-30,2022,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4669,4.4,0.0,807.3,0.29,5.6,6.3,22.9,-0.92,435.2,27.5,High Risk
HIM-GL-MELT-003977,2020-07-05,2020,July,Milam Glacier,Goriganga Basin,Uttarakhand,4239,9.5,0.0,730.3,0.21,18.2,2.27,25.1,-0.92,345.2,11.1,Low Risk / Monitored
HIM-GL-MELT-003978,2019-06-24,2019,June,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4938,4.9,-0.5,587.6,0.32,11.7,3.36,22.3,-0.91,292.7,14.5,Moderate Risk
HIM-GL-MELT-003979,2023-08-04,2023,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,4976,7.1,0.0,601.1,0.13,14.4,3.13,26.8,-1.31,112.4,13.9,Moderate Risk
HIM-GL-MELT-003980,2021-10-14,2021,October,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3953,1.6,-1.2,661.1,0.26,12.2,2.05,26.8,-1.12,100.6,7.6,Low Risk / Monitored
HIM-GL-MELT-003981,2019-07-04,2019,July,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5062,2.5,-1.1,723.3,0.37,1.3,4.76,27.8,-1.09,94.1,19.6,Moderate Risk
HIM-GL-MELT-003982,2025-07-14,2025,July,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4122,7.4,0.0,590.3,0.19,9.1,5.58,28.0,-1.45,1125.0,30.0,High Risk
HIM-GL-MELT-003983,2020-09-06,2020,September,Changme Khangpu Glacier,Tista Basin,Sikkim,4783,5.8,0.0,711.2,0.35,5.4,6.69,26.7,-0.99,417.0,29.8,High Risk
HIM-GL-MELT-003984,2024-08-27,2024,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5719,-1.9,-0.7,583.2,0.33,7.6,0.65,25.8,-0.92,166.7,4.3,Low Risk / Monitored
HIM-GL-MELT-003985,2021-07-25,2021,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4398,6.8,0.0,663.4,0.29,6.8,6.96,17.5,-1.13,157.2,28.2,Moderate Risk
HIM-GL-MELT-003986,2025-07-01,2025,July,Milam Glacier,Goriganga Basin,Uttarakhand,4253,8.5,0.0,848.5,0.34,9.5,6.9,25.3,-1.46,454.6,28.9,High Risk
HIM-GL-MELT-003987,2019-08-20,2019,August,Parkachik Glacier,Zanskar Range,Ladakh,4427,7.5,0.0,708.7,0.41,2.4,8.96,27.6,-1.49,149.3,36.5,Moderate Risk
HIM-GL-MELT-003988,2024-10-05,2024,October,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4835,0.7,-0.7,613.4,0.3,12.2,1.74,29.7,-1.18,177.2,9.0,Low Risk / Monitored
HIM-GL-MELT-003989,2019-10-10,2019,October,Parkachik Glacier,Zanskar Range,Ladakh,4056,5.9,0.0,601.9,0.35,4.5,6.79,15.9,-0.75,146.2,27.1,Moderate Risk
HIM-GL-MELT-003990,2022-09-03,2022,September,Drang-Drung Glacier,Zanskar Range,Ladakh,4507,6.3,0.0,555.7,0.32,4.7,7.68,12.6,-0.89,127.5,31.7,Moderate Risk
HIM-GL-MELT-003991,2024-07-15,2024,July,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4903,4.2,-0.3,661.4,0.2,12.7,3.25,26.6,-1.13,419.0,17.7,Moderate Risk
HIM-GL-MELT-003992,2020-08-29,2020,August,Milam Glacier,Goriganga Basin,Uttarakhand,4584,7.6,0.0,765.1,0.4,7.4,6.75,25.0,-1.16,391.7,28.0,High Risk
HIM-GL-MELT-003993,2021-10-04,2021,October,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4069,6.4,0.0,682.2,0.32,4.4,7.68,24.1,-1.01,352.9,32.9,High Risk
HIM-GL-MELT-003994,2025-05-08,2025,May,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3720,8.1,0.0,599.9,0.35,9.0,6.34,28.5,-1.05,192.8,25.1,Moderate Risk
HIM-GL-MELT-003995,2025-06-23,2025,June,Siachen Glacier,Karakoram,Ladakh,5111,0.2,-1.4,684.9,0.48,1.4,2.8,15.5,-1.32,34.2,9.5,Low Risk / Monitored
HIM-GL-MELT-003996,2018-09-12,2018,September,Zemu Glacier,Kanchenjunga Massif,Sikkim,4447,6.4,0.0,973.8,0.33,3.1,9.87,27.9,-1.13,341.9,39.5,High Risk
HIM-GL-MELT-003997,2019-07-22,2019,July,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4732,4.5,0.0,646.9,0.39,6.7,4.98,17.6,-0.87,310.2,21.4,High Risk
HIM-GL-MELT-003998,2019-08-11,2019,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3795,9.3,0.0,634.5,0.34,11.8,5.24,29.3,-1.44,156.0,21.4,Moderate Risk
HIM-GL-MELT-003999,2020-09-27,2020,September,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4009,7.4,0.0,678.2,0.32,9.6,5.99,19.8,-0.91,110.5,21.9,Moderate Risk
HIM-GL-MELT-004000,2026-08-08,2026,August,Parkachik Glacier,Zanskar Range,Ladakh,4635,7.1,0.0,810.3,0.31,8.4,6.93,25.8,-1.11,148.1,29.1,Moderate Risk
HIM-GL-MELT-004001,2023-06-01,2023,June,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3980,8.8,0.0,628.8,0.35,4.7,9.22,25.8,-1.29,157.6,35.9,Moderate Risk
HIM-GL-MELT-004002,2022-07-01,2022,July,Siachen Glacier,Karakoram,Ladakh,5211,3.4,-0.4,666.9,0.34,1.8,5.2,10.1,-0.57,33.6,19.2,Low Risk / Monitored
HIM-GL-MELT-004003,2026-05-30,2026,May,Changme Khangpu Glacier,Tista Basin,Sikkim,4927,4.2,-0.6,712.4,0.29,16.5,1.72,27.2,-1.28,478.1,9.0,Low Risk / Monitored
HIM-GL-MELT-004004,2023-08-14,2023,August,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4009,7.3,0.0,724.0,0.22,21.7,1.7,28.4,-1.3,300.6,9.2,Low Risk / Monitored
HIM-GL-MELT-004005,2024-06-07,2024,June,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5295,3.2,0.0,664.8,0.32,17.2,1.68,26.8,-1.1,150.3,7.8,Low Risk / Monitored
HIM-GL-MELT-004006,2021-09-10,2021,September,Milam Glacier,Goriganga Basin,Uttarakhand,4002,10.8,0.0,537.3,0.34,7.8,7.95,24.4,-1.36,452.6,33.6,High Risk
HIM-GL-MELT-004007,2022-05-22,2022,May,Changme Khangpu Glacier,Tista Basin,Sikkim,4824,0.6,-0.6,703.0,0.21,21.0,0.72,26.7,-1.24,419.5,6.1,Low Risk / Monitored
HIM-GL-MELT-004008,2023-10-03,2023,October,Zemu Glacier,Kanchenjunga Massif,Sikkim,4498,6.7,0.0,746.3,0.34,4.7,8.86,30.6,-1.21,522.9,37.7,High Risk
HIM-GL-MELT-004009,2018-09-27,2018,September,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5088,3.4,0.0,543.1,0.23,12.8,2.67,19.8,-0.82,150.8,10.6,Low Risk / Monitored
HIM-GL-MELT-004010,2020-09-04,2020,September,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3962,10.5,0.0,638.2,0.14,29.0,2.26,23.7,-1.07,123.7,9.8,Low Risk / Monitored
HIM-GL-MELT-004011,2020-05-28,2020,May,Parkachik Glacier,Zanskar Range,Ladakh,4252,5.9,0.0,865.5,0.32,11.4,4.38,23.0,-0.83,150.5,17.3,Moderate Risk
HIM-GL-MELT-004012,2018-06-11,2018,June,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4544,8.1,0.0,572.2,0.3,5.4,8.77,18.2,-0.89,305.7,34.1,High Risk
HIM-GL-MELT-004013,2023-06-29,2023,June,Siachen Glacier,Karakoram,Ladakh,5544,-0.6,-0.6,652.7,0.38,5.4,2.49,16.6,-0.88,25.5,11.6,Low Risk / Monitored
HIM-GL-MELT-004014,2023-08-27,2023,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,4953,3.3,0.0,765.7,0.24,14.3,2.02,36.6,-1.6,1604.8,23.0,High Risk
HIM-GL-MELT-004015,2022-07-16,2022,July,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4299,9.8,0.0,717.6,0.34,3.7,11.13,20.4,-1.0,385.4,45.1,High Risk
HIM-GL-MELT-004016,2020-08-03,2020,August,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4110,8.7,0.0,758.6,0.3,16.5,1.75,23.8,-1.17,134.4,7.7,Low Risk / Monitored
HIM-GL-MELT-004017,2023-07-25,2023,July,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4686,6.4,0.0,613.0,0.29,3.3,8.32,28.4,-1.36,462.6,33.5,High Risk
HIM-GL-MELT-004018,2019-08-20,2019,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5103,3.7,0.0,728.3,0.13,34.5,1.56,27.5,-1.18,1370.1,15.2,High Risk
HIM-GL-MELT-004019,2023-07-23,2023,July,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3636,11.8,0.0,623.5,0.37,3.3,12.15,32.0,-1.28,152.6,46.2,Moderate Risk
HIM-GL-MELT-004020,2024-05-05,2024,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3906,6.6,0.0,474.9,0.23,15.0,2.08,28.8,-1.59,143.2,8.2,Low Risk / Monitored
HIM-GL-MELT-004021,2019-07-12,2019,July,Changme Khangpu Glacier,Tista Basin,Sikkim,4765,4.1,-0.5,649.0,0.37,0.6,4.98,24.4,-1.17,280.4,20.9,High Risk
HIM-GL-MELT-004022,2024-10-02,2024,October,Siachen Glacier,Karakoram,Ladakh,5553,-2.0,-1.6,841.0,0.41,2.7,2.3,19.6,-1.03,10.5,7.8,Low Risk / Monitored
HIM-GL-MELT-004023,2024-07-15,2024,July,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4061,12.1,0.0,651.5,0.19,19.1,2.47,34.2,-1.22,334.5,12.2,Low Risk / Monitored
HIM-GL-MELT-004024,2018-05-31,2018,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4051,1.2,-1.3,789.7,0.4,15.0,1.16,23.9,-0.95,169.6,6.2,Low Risk / Monitored
HIM-GL-MELT-004025,2018-06-08,2018,June,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3899,9.3,0.0,844.7,0.4,5.3,9.56,23.7,-0.55,80.5,38.1,Moderate Risk
HIM-GL-MELT-004026,2026-06-19,2026,June,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4581,3.5,0.0,691.0,0.44,1.3,5.33,21.4,-1.29,545.8,24.3,High Risk
HIM-GL-MELT-004027,2020-07-16,2020,July,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4163,11.7,0.0,822.0,0.16,17.1,2.73,19.1,-0.76,149.1,10.4,Low Risk / Monitored
HIM-GL-MELT-004028,2025-09-03,2025,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4165,9.5,0.0,724.9,0.25,13.2,4.72,23.6,-1.29,360.9,19.8,High Risk
HIM-GL-MELT-004029,2023-10-12,2023,October,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4906,-0.9,-1.0,590.2,0.36,8.2,1.67,16.1,-0.8,348.2,8.3,Low Risk / Monitored
HIM-GL-MELT-004030,2020-08-16,2020,August,Zemu Glacier,Kanchenjunga Massif,Sikkim,4687,1.2,-0.4,545.1,0.32,5.7,2.95,29.5,-1.15,389.0,15.8,Moderate Risk
HIM-GL-MELT-004031,2019-07-27,2019,July,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4806,4.0,-0.6,602.4,0.34,8.7,4.22,18.8,-0.9,363.0,19.8,Moderate Risk
HIM-GL-MELT-004032,2022-05-15,2022,May,South Lhonak Glacier,North Sikkim Basin,Sikkim,5143,-0.3,-1.1,719.9,0.41,6.0,2.75,36.8,-1.38,1631.3,22.8,High Risk
HIM-GL-MELT-004033,2022-06-20,2022,June,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,3762,8.3,0.0,606.8,0.34,11.4,4.67,26.0,-1.05,464.8,21.9,High Risk
HIM-GL-MELT-004034,2024-05-22,2024,May,Rathong Glacier,West Sikkim,Sikkim,4667,3.5,-0.2,712.4,0.41,4.8,5.57,37.5,-1.62,449.8,23.3,High Risk
HIM-GL-MELT-004035,2025-09-30,2025,September,Rathong Glacier,West Sikkim,Sikkim,4963,1.4,-1.1,862.0,0.39,0.9,3.92,35.4,-1.45,470.5,17.5,Moderate Risk
HIM-GL-MELT-004036,2024-09-27,2024,September,Drang-Drung Glacier,Zanskar Range,Ladakh,4148,6.6,0.0,574.2,0.31,3.3,8.29,24.5,-1.33,100.9,30.1,Moderate Risk
HIM-GL-MELT-004037,2021-05-10,2021,May,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,4923,0.7,-0.6,788.6,0.34,4.0,4.64,30.0,-1.04,200.4,19.5,Moderate Risk
HIM-GL-MELT-004038,2025-07-12,2025,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5145,2.7,-0.4,879.0,0.35,5.9,5.43,33.5,-1.54,125.2,21.5,Moderate Risk
HIM-GL-MELT-004039,2025-08-21,2025,August,Milam Glacier,Goriganga Basin,Uttarakhand,4441,9.8,0.0,841.8,0.27,14.5,3.7,29.2,-1.48,503.1,17.6,Moderate Risk
HIM-GL-MELT-004040,2026-07-16,2026,July,Milam Glacier,Goriganga Basin,Uttarakhand,4156,6.0,-0.3,707.6,0.25,8.2,6.39,26.4,-1.42,502.5,29.7,High Risk
HIM-GL-MELT-004041,2022-06-01,2022,June,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4195,10.1,0.0,543.3,0.43,4.8,9.51,25.5,-1.29,91.8,36.0,Moderate Risk
HIM-GL-MELT-004042,2024-08-20,2024,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,4140,10.0,0.0,730.2,0.22,16.8,3.09,27.7,-1.37,104.4,11.9,Moderate Risk
HIM-GL-MELT-004043,2023-07-04,2023,July,Changme Khangpu Glacier,Tista Basin,Sikkim,4717,7.1,0.0,743.4,0.32,3.0,9.65,26.9,-1.31,438.8,40.0,High Risk
HIM-GL-MELT-004044,2021-08-09,2021,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,4880,2.2,0.0,549.9,0.21,17.4,1.2,40.0,-1.38,1592.1,17.8,High Risk
HIM-GL-MELT-004045,2026-10-15,2026,October,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4443,4.2,0.0,796.8,0.37,11.2,3.49,25.4,-1.53,160.0,12.8,Moderate Risk
HIM-GL-MELT-004046,2018-05-18,2018,May,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3800,8.4,0.0,695.5,0.34,6.2,7.82,20.5,-1.26,98.1,32.7,Moderate Risk
HIM-GL-MELT-004047,2019-10-11,2019,October,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4368,1.3,-0.4,704.0,0.41,3.3,3.58,25.7,-1.02,339.4,17.1,Moderate Risk
HIM-GL-MELT-004048,2025-05-31,2025,May,Rathong Glacier,West Sikkim,Sikkim,4494,3.0,-0.4,604.8,0.34,4.9,4.88,43.8,-1.81,513.5,22.4,High Risk
HIM-GL-MELT-004049,2018-06-23,2018,June,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5102,0.0,-1.6,586.1,0.25,10.5,1.69,16.7,-0.47,119.2,7.0,Low Risk / Monitored
HIM-GL-MELT-004050,2025-07-02,2025,July,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4832,4.8,-0.2,681.4,0.41,1.0,5.87,20.0,-1.12,425.4,26.3,High Risk
HIM-GL-MELT-004051,2024-04-30,2024,April,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4644,4.0,0.0,605.0,0.41,2.3,5.85,28.5,-1.37,996.9,31.0,High Risk
HIM-GL-MELT-004052,2018-05-09,2018,May,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4455,1.9,-0.6,590.6,0.33,9.5,2.75,27.6,-1.26,256.0,12.8,Low Risk / Monitored
HIM-GL-MELT-004053,2022-08-28,2022,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,4856,2.8,0.0,689.1,0.34,6.1,4.84,42.6,-1.55,1284.3,28.1,High Risk
HIM-GL-MELT-004054,2024-07-30,2024,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5335,2.8,0.0,781.2,0.38,4.3,5.35,30.0,-1.33,109.6,21.2,Moderate Risk
HIM-GL-MELT-004055,2023-07-29,2023,July,Milam Glacier,Goriganga Basin,Uttarakhand,4498,7.4,0.0,648.2,0.34,1.8,8.3,27.0,-1.15,398.7,34.5,High Risk
HIM-GL-MELT-004056,2026-08-24,2026,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5202,3.7,0.0,452.4,0.3,12.8,2.25,32.8,-1.24,178.5,11.5,Low Risk / Monitored
HIM-GL-MELT-004057,2025-06-25,2025,June,Milam Glacier,Goriganga Basin,Uttarakhand,4272,9.3,0.0,642.3,0.37,15.6,3.09,28.7,-1.22,429.5,16.1,Moderate Risk
HIM-GL-MELT-004058,2021-05-03,2021,May,Siachen Glacier,Karakoram,Ladakh,5371,-0.7,-1.7,411.7,0.33,9.7,0.71,10.2,-0.66,32.7,2.9,Low Risk / Monitored
HIM-GL-MELT-004059,2019-09-07,2019,September,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4244,5.9,0.0,880.4,0.24,7.7,7.25,27.1,-1.2,76.9,27.8,Moderate Risk
HIM-GL-MELT-004060,2026-06-23,2026,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4484,7.2,0.0,719.3,0.38,2.6,8.95,28.4,-1.24,397.5,37.2,High Risk
HIM-GL-MELT-004061,2023-06-06,2023,June,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4125,7.9,0.0,635.3,0.37,12.3,3.66,26.4,-1.29,96.6,16.9,Moderate Risk
HIM-GL-MELT-004062,2018-10-06,2018,October,Zemu Glacier,Kanchenjunga Massif,Sikkim,4489,4.3,0.0,632.4,0.26,5.1,5.9,29.2,-1.23,285.1,25.5,High Risk
HIM-GL-MELT-004063,2025-08-05,2025,August,Parkachik Glacier,Zanskar Range,Ladakh,4748,4.3,0.0,772.1,0.36,6.7,5.58,26.5,-1.34,223.8,23.7,Moderate Risk
HIM-GL-MELT-004064,2025-05-12,2025,May,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4412,3.1,-0.9,536.2,0.36,6.8,3.96,36.3,-1.48,999.9,24.8,High Risk
HIM-GL-MELT-004065,2023-08-20,2023,August,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,3840,11.5,0.0,822.9,0.33,3.7,13.01,20.3,-0.91,144.2,50.8,Moderate Risk
HIM-GL-MELT-004066,2022-10-01,2022,October,Rathong Glacier,West Sikkim,Sikkim,5038,-2.0,-1.8,663.3,0.4,4.0,1.46,30.0,-1.19,307.8,8.2,Low Risk / Monitored
HIM-GL-MELT-004067,2024-07-16,2024,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4706,7.6,0.0,674.5,0.26,16.4,1.86,18.6,-1.1,111.7,6.4,Low Risk / Monitored
HIM-GL-MELT-004068,2024-09-16,2024,September,Siachen Glacier,Karakoram,Ladakh,5417,-1.4,-0.6,532.7,0.37,2.2,1.74,17.8,-1.04,23.5,6.4,Low Risk / Monitored
HIM-GL-MELT-004069,2025-07-29,2025,July,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4488,4.7,0.0,779.3,0.27,4.3,7.56,25.5,-1.4,193.7,31.5,Moderate Risk
HIM-GL-MELT-004070,2026-09-21,2026,September,Zemu Glacier,Kanchenjunga Massif,Sikkim,4255,6.5,0.0,788.2,0.31,6.2,7.11,32.3,-1.51,426.2,30.5,High Risk
HIM-GL-MELT-004071,2023-07-11,2023,July,Rathong Glacier,West Sikkim,Sikkim,4678,6.5,-0.2,612.7,0.37,7.3,6.37,35.2,-1.33,543.4,29.5,High Risk
HIM-GL-MELT-004072,2024-07-30,2024,July,Zemu Glacier,Kanchenjunga Massif,Sikkim,4679,4.8,-0.5,578.4,0.35,2.7,6.17,33.8,-1.59,475.0,28.1,High Risk
HIM-GL-MELT-004073,2026-05-07,2026,May,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4239,5.9,0.0,733.6,0.43,8.7,5.36,31.8,-1.48,296.2,22.0,High Risk
HIM-GL-MELT-004074,2019-05-15,2019,May,Rathong Glacier,West Sikkim,Sikkim,4320,2.0,-0.2,827.3,0.42,6.7,4.11,25.7,-0.87,303.1,18.5,Moderate Risk
HIM-GL-MELT-004075,2018-08-13,2018,August,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4939,1.6,-0.9,827.4,0.4,7.3,3.25,18.5,-1.06,297.6,14.5,Moderate Risk
HIM-GL-MELT-004076,2025-10-11,2025,October,Changme Khangpu Glacier,Tista Basin,Sikkim,4587,1.2,-1.2,732.9,0.34,3.6,3.96,31.6,-1.4,401.7,17.7,Moderate Risk
HIM-GL-MELT-004077,2020-07-10,2020,July,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4189,6.2,0.0,685.4,0.2,14.6,3.01,14.3,-0.84,118.8,10.4,Moderate Risk
HIM-GL-MELT-004078,2018-07-13,2018,July,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4476,7.1,0.0,511.7,0.38,5.6,6.95,16.1,-0.89,541.7,29.5,High Risk
HIM-GL-MELT-004079,2019-09-20,2019,September,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3997,8.8,0.0,681.2,0.36,3.5,10.02,23.5,-1.23,139.6,40.5,Moderate Risk
HIM-GL-MELT-004080,2022-07-01,2022,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4594,6.1,0.0,856.0,0.31,7.7,7.13,21.5,-1.01,115.2,27.4,Moderate Risk
HIM-GL-MELT-004081,2020-09-22,2020,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4242,7.0,0.0,845.4,0.2,13.7,4.07,26.1,-1.12,333.8,18.1,Moderate Risk
HIM-GL-MELT-004082,2021-06-15,2021,June,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4662,4.9,0.0,587.9,0.28,11.1,3.97,17.2,-1.0,471.5,17.5,Moderate Risk
HIM-GL-MELT-004083,2026-08-13,2026,August,Siachen Glacier,Karakoram,Ladakh,4978,2.9,0.0,888.6,0.27,7.2,5.52,18.1,-0.95,25.6,21.2,Low Risk / Monitored
HIM-GL-MELT-004084,2024-08-16,2024,August,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3985,10.7,0.0,602.8,0.13,19.5,2.49,26.5,-1.18,168.3,12.0,Low Risk / Monitored
HIM-GL-MELT-004085,2024-06-29,2024,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4602,6.0,0.0,765.0,0.29,13.7,3.51,36.7,-1.53,785.2,17.4,High Risk
HIM-GL-MELT-004086,2019-08-29,2019,August,Changme Khangpu Glacier,Tista Basin,Sikkim,4604,5.7,0.0,776.7,0.32,2.4,8.14,19.8,-1.18,334.1,33.7,High Risk
HIM-GL-MELT-004087,2024-06-11,2024,June,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3997,11.2,0.0,556.7,0.32,13.9,4.23,30.8,-1.2,149.4,16.1,Moderate Risk
HIM-GL-MELT-004088,2024-08-06,2024,August,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4234,10.3,0.0,536.3,0.27,13.8,3.98,28.6,-1.18,491.0,19.1,Moderate Risk
HIM-GL-MELT-004089,2023-06-24,2023,June,South Lhonak Glacier,North Sikkim Basin,Sikkim,5035,3.5,0.0,742.7,0.39,5.9,5.3,35.1,-1.57,1399.1,30.5,High Risk
HIM-GL-MELT-004090,2020-10-13,2020,October,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3926,8.7,0.0,703.3,0.3,11.7,4.9,20.3,-0.91,110.5,19.6,Moderate Risk
HIM-GL-MELT-004091,2022-09-10,2022,September,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4667,3.6,-0.2,639.7,0.27,9.6,3.98,25.7,-1.24,426.4,17.7,Moderate Risk
HIM-GL-MELT-004092,2025-08-20,2025,August,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4376,8.6,0.0,785.2,0.27,12.0,5.44,27.9,-1.27,130.1,22.7,Moderate Risk
HIM-GL-MELT-004093,2024-09-19,2024,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4531,6.1,0.0,604.0,0.31,7.1,6.27,27.4,-1.26,417.8,28.4,High Risk
HIM-GL-MELT-004094,2024-07-29,2024,July,South Lhonak Glacier,North Sikkim Basin,Sikkim,5184,3.5,0.0,583.6,0.36,1.9,5.17,33.6,-1.44,1663.6,31.3,High Risk
HIM-GL-MELT-004095,2023-05-16,2023,May,Siachen Glacier,Karakoram,Ladakh,5289,-1.0,-1.2,708.4,0.35,14.3,1.1,11.6,-0.81,27.3,3.2,Low Risk / Monitored
