Record_ID,Date,Year,Month,Region,State,City,Max_Temperature_C,Min_Temperature_C,Relative_Humidity_Pct,Wind_Speed_kmh,Urban_Heat_Island_Delta_C,Heat_Index_C,Wet_Bulb_Temp_C,IMD_Heatwave_Category,IMD_Warning_Alert,Reported_Heat_Exhaustion_Cases,Power_Grid_Peak_Stress_Index
IND-HW-003847,2023-06-07,2023,June,Central,Madhya Pradesh,Bhopal,40.3,30.1,32,15.4,1.4,44.7,26.7,Moderate Heat,Yellow,9,4.8
IND-HW-003848,2019-06-18,2019,June,Central,Madhya Pradesh,Bhopal,41.3,30.7,15,18.3,4.0,39.6,21.6,Moderate Heat,Yellow,3,5.4
IND-HW-003849,2020-04-01,2020,April,West,Maharashtra,Chandrapur,45.9,32.0,22,7.0,1.1,50.2,27.5,Heatwave,Orange,26,6.7
IND-HW-003850,2024-06-11,2024,June,North,Uttar Pradesh,Varanasi,50.0,38.8,12,9.6,2.1,49.3,25.5,Severe Heatwave,Red,18,9.0
IND-HW-003851,2023-04-10,2023,April,North,Uttar Pradesh,Varanasi,42.5,29.4,37,20.7,3.3,52.9,29.8,Moderate Heat,Yellow,34,5.3
IND-HW-003852,2023-05-23,2023,May,South,Andhra Pradesh,Vijayawada,46.2,32.6,43,14.1,1.0,70.1,34.4,Heatwave,Orange,54,7.0
IND-HW-003853,2024-06-27,2024,June,South,Andhra Pradesh,Vijayawada,44.1,29.9,50,15.0,2.4,69.7,34.4,Heatwave,Orange,53,6.1
IND-HW-003854,2022-05-21,2022,May,South,Tamil Nadu,Chennai,43.2,30.6,62,8.6,2.9,79.0,36.3,Heatwave,Orange,80,6.1
IND-HW-003855,2023-06-08,2023,June,North,Rajasthan,Phalodi,47.5,35.5,22,17.2,2.9,53.3,28.6,Severe Heatwave,Red,21,8.0
IND-HW-003856,2022-04-14,2022,April,East,West Bengal,Kolkata,40.0,28.5,61,20.9,4.1,63.5,33.2,Moderate Heat,Yellow,34,4.8
IND-HW-003857,2021-06-05,2021,June,East,West Bengal,Kolkata,41.9,30.8,59,16.3,0.8,69.7,34.5,Moderate Heat,Yellow,58,5.3
IND-HW-003858,2021-06-21,2021,June,West,Maharashtra,Nagpur (Vidarbha),44.6,33.4,32,12.1,3.7,54.7,30.0,Heatwave,Orange,26,5.9
IND-HW-003859,2022-05-23,2022,May,East,Odisha,Jharsuguda,44.6,31.2,30,20.8,0.8,53.2,29.4,Heatwave,Orange,34,7.0
IND-HW-003860,2021-06-23,2021,June,East,Bihar,Patna,43.4,32.7,45,17.6,3.2,62.1,32.6,Moderate Heat,Yellow,42,6.3
IND-HW-003861,2021-06-03,2021,June,West,Maharashtra,Chandrapur,46.4,33.1,15,7.4,2.2,46.4,24.8,Heatwave,Orange,16,6.4
IND-HW-003862,2021-06-11,2021,June,North,Delhi,New Delhi,42.5,31.9,26,13.1,1.0,46.0,26.5,Moderate Heat,Yellow,17,5.4
IND-HW-003863,2020-05-18,2020,May,East,West Bengal,Kolkata,38.3,25.1,60,16.6,0.9,56.1,31.5,Normal,Green,25,3.6
IND-HW-003864,2019-06-29,2019,June,North,Rajasthan,Phalodi,44.1,33.7,35,21.3,0.5,55.7,30.5,Moderate Heat,Yellow,38,6.5
IND-HW-003865,2019-06-01,2019,June,East,Bihar,Patna,44.2,30.2,49,10.9,2.4,69.0,34.3,Heatwave,Orange,79,6.6
IND-HW-003866,2019-05-07,2019,May,North,Rajasthan,Jaipur,47.6,33.3,22,11.9,1.5,53.5,28.7,Severe Heatwave,Red,19,8.0
IND-HW-003867,2022-05-19,2022,May,North,Rajasthan,Jaipur,41.9,27.9,32,7.2,0.7,48.2,27.9,Moderate Heat,Yellow,16,5.2
IND-HW-003868,2023-06-07,2023,June,South,Telangana,Ramagundam,45.8,35.1,36,16.1,3.3,61.5,32.2,Heatwave,Orange,43,6.5
IND-HW-003869,2020-05-02,2020,May,East,West Bengal,Kolkata,40.1,30.5,67,13.2,3.7,69.4,34.4,Moderate Heat,Yellow,54,5.3
IND-HW-003870,2024-04-21,2024,April,South,Telangana,Hyderabad,41.7,30.9,25,4.2,3.8,44.0,25.6,Moderate Heat,Yellow,12,5.8
IND-HW-003871,2024-06-08,2024,June,West,Gujarat,Ahmedabad,45.3,34.1,30,9.0,4.0,54.9,29.9,Heatwave,Orange,40,7.2
IND-HW-003872,2022-05-03,2022,May,South,Andhra Pradesh,Vijayawada,47.5,34.2,48,10.1,2.6,81.6,36.8,Severe Heatwave,Red,93,8.4
IND-HW-003873,2023-04-28,2023,April,North,Rajasthan,Phalodi,49.1,36.6,10,8.4,3.8,46.7,23.8,Severe Heatwave,Red,21,8.1
IND-HW-003874,2022-06-27,2022,June,North,Haryana,Hisar,42.9,33.2,44,20.4,4.0,59.6,32.0,Moderate Heat,Yellow,35,6.0
IND-HW-003875,2019-04-04,2019,April,East,Bihar,Gaya,39.4,28.1,52,8.8,2.6,54.2,30.8,Normal,Green,33,4.5
IND-HW-003876,2024-06-04,2024,June,North,Delhi,New Delhi,45.0,34.0,22,8.1,2.6,48.5,26.9,Heatwave,Orange,17,5.9
IND-HW-003877,2020-06-15,2020,June,East,Bihar,Gaya,46.1,35.4,35,9.9,3.7,61.5,32.1,Heatwave,Orange,54,7.4
IND-HW-003878,2024-05-18,2024,May,North,Rajasthan,Churu,49.6,38.8,20,18.3,1.8,55.8,29.2,Severe Heatwave,Red,37,8.4
IND-HW-003879,2023-04-11,2023,April,North,Rajasthan,Jaipur,39.6,29.5,27,11.6,0.6,41.2,24.7,Normal,Green,5,4.4
IND-HW-003880,2021-05-05,2021,May,South,Telangana,Hyderabad,47.1,32.8,24,5.4,1.5,54.2,29.1,Severe Heatwave,Red,38,7.9
IND-HW-003881,2022-05-09,2022,May,North,Uttar Pradesh,Varanasi,42.9,32.8,35,12.1,2.6,52.5,29.6,Moderate Heat,Yellow,27,5.7
IND-HW-003882,2022-04-10,2022,April,North,Delhi,New Delhi,40.9,27.7,37,13.7,2.2,48.8,28.5,Moderate Heat,Yellow,34,5.2
IND-HW-003883,2019-06-13,2019,June,East,West Bengal,Kolkata,40.5,27.6,64,4.2,3.7,68.4,34.2,Moderate Heat,Yellow,49,5.0
IND-HW-003884,2022-06-11,2022,June,North,Haryana,Hisar,43.4,32.4,33,5.0,0.7,52.4,29.4,Moderate Heat,Yellow,19,5.5
IND-HW-003885,2023-06-08,2023,June,South,Telangana,Hyderabad,40.3,26.2,39,19.2,1.8,48.4,28.6,Moderate Heat,Yellow,17,3.8
IND-HW-003886,2022-04-23,2022,April,South,Tamil Nadu,Chennai,37.7,27.7,63,4.6,2.2,56.0,31.5,Normal,Green,31,2.8
IND-HW-003887,2021-05-04,2021,May,North,Delhi,New Delhi,45.3,31.5,33,13.3,1.2,57.4,30.9,Heatwave,Orange,41,7.5
IND-HW-003888,2021-05-02,2021,May,North,Uttar Pradesh,Prayagraj,47.3,37.7,29,8.5,1.5,59.1,31.1,Severe Heatwave,Red,35,7.2
IND-HW-003889,2024-04-15,2024,April,East,Odisha,Jharsuguda,44.3,32.9,34,20.9,3.7,55.5,30.4,Moderate Heat,Yellow,18,6.2
IND-HW-003890,2022-06-07,2022,June,North,Uttar Pradesh,Varanasi,41.7,32.1,39,5.5,3.1,52.1,29.7,Moderate Heat,Yellow,30,5.2
IND-HW-003891,2022-05-24,2022,May,North,Haryana,Hisar,44.7,33.3,21,15.8,2.2,47.3,26.3,Heatwave,Orange,13,6.1
IND-HW-003892,2024-04-27,2024,April,West,Maharashtra,Chandrapur,46.2,35.7,26,13.7,2.2,53.8,29.2,Heatwave,Orange,31,7.1
IND-HW-003893,2021-05-30,2021,May,East,Odisha,Jharsuguda,45.0,34.4,41,20.5,1.9,63.8,32.9,Heatwave,Orange,51,5.8
IND-HW-003894,2022-06-17,2022,June,North,Rajasthan,Phalodi,44.8,31.8,36,7.5,2.3,58.6,31.4,Heatwave,Orange,46,7.0
IND-HW-003895,2024-06-14,2024,June,South,Telangana,Hyderabad,40.0,27.4,33,14.4,3.3,44.5,26.8,Moderate Heat,Yellow,9,4.7
IND-HW-003896,2023-05-30,2023,May,West,Maharashtra,Nagpur (Vidarbha),45.5,32.1,27,10.6,2.8,53.0,29.1,Heatwave,Orange,26,7.5
IND-HW-003897,2021-06-24,2021,June,East,Odisha,Jharsuguda,42.8,30.3,42,12.6,3.4,57.6,31.4,Moderate Heat,Yellow,31,5.5
IND-HW-003898,2020-06-18,2020,June,West,Gujarat,Ahmedabad,45.9,35.0,37,16.7,2.7,62.8,32.5,Heatwave,Orange,29,6.9
IND-HW-003899,2023-05-14,2023,May,Central,Madhya Pradesh,Gwalior,42.0,30.8,24,4.2,1.1,44.1,25.5,Moderate Heat,Yellow,14,5.4
IND-HW-003900,2021-04-02,2021,April,South,Andhra Pradesh,Vijayawada,42.2,28.6,49,8.0,2.3,61.5,32.6,Heatwave,Orange,40,5.2
IND-HW-003901,2024-04-22,2024,April,North,Rajasthan,Jaipur,44.5,35.0,26,12.3,0.5,50.1,28.0,Heatwave,Orange,23,6.2
IND-HW-003902,2020-05-15,2020,May,West,Maharashtra,Nagpur (Vidarbha),45.4,31.4,14,15.8,1.8,44.5,23.7,Heatwave,Orange,8,6.1
IND-HW-003903,2021-06-12,2021,June,North,Rajasthan,Churu,49.2,38.2,14,15.1,1.5,49.8,26.1,Severe Heatwave,Red,26,9.3
IND-HW-003904,2019-05-24,2019,May,South,Telangana,Hyderabad,42.4,28.6,33,4.9,1.3,49.9,28.6,Moderate Heat,Yellow,16,5.1
IND-HW-003905,2023-06-10,2023,June,North,Uttar Pradesh,Prayagraj,47.9,34.8,18,5.4,0.7,50.9,27.2,Severe Heatwave,Red,20,7.9
IND-HW-003906,2024-06-19,2024,June,North,Haryana,Hisar,45.4,31.7,29,16.2,3.3,54.3,29.7,Heatwave,Orange,26,6.7
IND-HW-003907,2023-04-09,2023,April,North,Punjab,Bathinda,45.9,32.4,13,7.1,2.1,44.6,23.5,Heatwave,Orange,12,7.0
IND-HW-003908,2024-06-08,2024,June,East,Bihar,Gaya,45.5,32.6,41,9.3,0.6,65.5,33.3,Heatwave,Orange,53,6.6
IND-HW-003909,2020-05-13,2020,May,North,Rajasthan,Phalodi,46.4,35.7,10,18.4,3.3,43.6,22.2,Heatwave,Orange,4,7.1
IND-HW-003910,2019-06-23,2019,June,South,Telangana,Ramagundam,44.2,32.1,27,6.4,3.2,50.1,28.1,Moderate Heat,Yellow,16,7.0
IND-HW-003911,2024-06-12,2024,June,East,Odisha,Jharsuguda,43.2,29.6,48,7.9,3.9,64.2,33.2,Heatwave,Orange,55,6.1
IND-HW-003912,2024-06-11,2024,June,South,Telangana,Hyderabad,43.5,30.0,42,15.6,3.8,59.8,31.9,Moderate Heat,Yellow,43,5.5
IND-HW-003913,2024-04-11,2024,April,South,Telangana,Hyderabad,40.6,29.9,38,5.2,1.3,48.6,28.6,Moderate Heat,Yellow,16,4.5
IND-HW-003914,2024-05-01,2024,May,South,Telangana,Ramagundam,45.3,34.2,28,17.9,3.6,53.3,29.3,Heatwave,Orange,23,6.3
IND-HW-003915,2022-05-04,2022,May,South,Andhra Pradesh,Vijayawada,45.5,31.6,44,20.0,1.0,68.6,34.1,Heatwave,Orange,50,6.3
IND-HW-003916,2020-06-21,2020,June,East,Odisha,Jharsuguda,44.5,34.3,35,14.3,1.8,56.9,30.8,Heatwave,Orange,32,6.8
IND-HW-003917,2024-05-02,2024,May,North,Haryana,Hisar,47.6,35.2,19,17.7,3.0,51.1,27.4,Severe Heatwave,Red,32,7.7
IND-HW-003918,2021-06-03,2021,June,North,Delhi,New Delhi,47.1,32.7,24,21.4,3.4,54.2,29.1,Severe Heatwave,Red,26,8.1
IND-HW-003919,2022-05-18,2022,May,East,West Bengal,Kolkata,38.7,29.0,64,8.2,1.8,60.7,32.6,Normal,Green,36,3.5
IND-HW-003920,2023-04-16,2023,April,West,Maharashtra,Nagpur (Vidarbha),44.3,34.4,24,13.4,1.0,48.4,27.1,Moderate Heat,Yellow,15,6.8
IND-HW-003921,2021-05-20,2021,May,South,Tamil Nadu,Chennai,40.2,27.3,73,19.9,0.8,76.0,35.7,Moderate Heat,Yellow,76,4.5
IND-HW-003922,2024-04-22,2024,April,West,Gujarat,Ahmedabad,44.3,30.4,33,14.7,1.6,54.7,30.1,Moderate Heat,Yellow,27,6.3
IND-HW-003923,2019-04-26,2019,April,North,Uttar Pradesh,Prayagraj,47.0,33.7,30,9.2,2.7,59.2,31.2,Severe Heatwave,Red,44,8.0
IND-HW-003924,2024-05-23,2024,May,West,Maharashtra,Nagpur (Vidarbha),45.6,35.3,27,6.9,1.2,53.2,29.1,Heatwave,Orange,18,7.0
IND-HW-003925,2023-05-14,2023,May,East,West Bengal,Kolkata,40.7,27.7,63,15.3,1.5,68.3,34.2,Moderate Heat,Yellow,50,4.8
IND-HW-003926,2023-05-07,2023,May,North,Uttar Pradesh,Varanasi,44.0,30.8,29,9.7,1.5,51.0,28.6,Moderate Heat,Yellow,23,6.5
IND-HW-003927,2022-04-09,2022,April,North,Delhi,New Delhi,41.9,27.7,41,9.3,3.0,54.1,30.4,Moderate Heat,Yellow,31,4.3
IND-HW-003928,2021-04-13,2021,April,North,Uttar Pradesh,Prayagraj,42.3,28.6,28,18.2,1.6,46.7,27.0,Moderate Heat,Yellow,16,5.7
IND-HW-003929,2022-05-30,2022,May,East,Bihar,Gaya,45.2,31.9,27,5.8,3.0,52.3,28.8,Heatwave,Orange,30,6.5
IND-HW-003930,2022-06-19,2022,June,North,Uttar Pradesh,Prayagraj,47.0,35.3,32,7.7,3.9,61.2,31.9,Severe Heatwave,Red,38,7.1
IND-HW-003931,2023-04-02,2023,April,North,Delhi,New Delhi,41.7,30.3,29,12.3,2.5,46.1,26.9,Moderate Heat,Yellow,15,4.9
IND-HW-003932,2021-05-30,2021,May,South,Telangana,Ramagundam,42.5,29.6,33,4.3,0.6,50.2,28.7,Moderate Heat,Yellow,29,5.2
IND-HW-003933,2019-05-27,2019,May,East,Odisha,Jharsuguda,50.5,39.6,18,13.9,2.4,55.6,28.9,Severe Heatwave,Red,34,9.8
IND-HW-003934,2020-05-12,2020,May,Central,Madhya Pradesh,Bhopal,46.9,32.6,13,12.8,3.4,45.9,24.1,Heatwave,Orange,15,7.2
IND-HW-003935,2023-04-19,2023,April,South,Telangana,Hyderabad,44.1,31.4,25,15.5,3.8,48.6,27.4,Moderate Heat,Yellow,24,6.5
IND-HW-003936,2019-04-11,2019,April,North,Uttar Pradesh,Prayagraj,43.1,33.2,26,17.1,3.6,47.2,27.0,Moderate Heat,Yellow,17,6.0
IND-HW-003937,2024-06-16,2024,June,North,Rajasthan,Churu,42.0,29.2,18,5.4,1.6,41.5,23.3,Moderate Heat,Yellow,6,5.1
IND-HW-003938,2023-05-17,2023,May,East,Bihar,Patna,45.2,33.3,22,7.8,2.5,48.8,27.0,Heatwave,Orange,25,6.5
IND-HW-003939,2023-06-28,2023,June,North,Punjab,Bathinda,44.7,30.6,35,15.6,2.8,57.4,31.0,Heatwave,Orange,35,6.5
IND-HW-003940,2024-06-01,2024,June,North,Rajasthan,Jaipur,42.8,30.3,32,13.3,2.1,50.3,28.6,Moderate Heat,Yellow,28,5.3
IND-HW-003941,2020-04-06,2020,April,North,Delhi,New Delhi,41.6,30.7,29,17.0,3.9,45.8,26.8,Moderate Heat,Yellow,17,4.8
IND-HW-003942,2024-06-17,2024,June,West,Maharashtra,Chandrapur,46.4,36.1,25,6.9,1.6,53.5,29.0,Heatwave,Orange,24,7.7
IND-HW-003943,2022-05-01,2022,May,South,Andhra Pradesh,Vijayawada,47.4,33.9,37,10.9,3.0,67.6,33.7,Severe Heatwave,Red,63,8.4
IND-HW-003944,2024-06-26,2024,June,North,Punjab,Bathinda,42.0,27.7,24,7.0,1.9,44.1,25.5,Moderate Heat,Yellow,12,5.3
IND-HW-003945,2024-05-24,2024,May,East,Bihar,Patna,45.7,33.0,42,19.4,0.6,67.2,33.8,Heatwave,Orange,53,6.4
IND-HW-003946,2019-04-25,2019,April,East,Bihar,Gaya,46.1,36.5,32,14.1,1.8,58.7,31.2,Heatwave,Orange,35,7.6
IND-HW-003947,2022-06-11,2022,June,South,Telangana,Hyderabad,42.1,29.4,30,20.5,2.8,47.4,27.5,Moderate Heat,Yellow,21,5.5
IND-HW-003948,2022-04-30,2022,April,South,Andhra Pradesh,Vijayawada,43.9,31.3,49,10.5,2.2,67.8,34.0,Heatwave,Orange,55,6.6
IND-HW-003949,2023-05-06,2023,May,South,Telangana,Ramagundam,46.7,36.0,30,9.7,1.6,58.5,31.0,Heatwave,Orange,34,7.3
IND-HW-003950,2021-05-20,2021,May,Central,Madhya Pradesh,Gwalior,46.7,32.4,30,18.7,1.3,58.5,31.0,Heatwave,Orange,36,7.8
IND-HW-003951,2021-04-14,2021,April,Central,Madhya Pradesh,Bhopal,42.4,31.6,36,10.5,4.1,51.9,29.5,Moderate Heat,Yellow,27,5.4
IND-HW-003952,2022-04-29,2022,April,North,Haryana,Hisar,49.5,37.6,17,10.7,3.4,52.8,27.8,Severe Heatwave,Red,34,8.3
IND-HW-003953,2022-04-27,2022,April,Central,Madhya Pradesh,Gwalior,46.3,35.2,11,18.1,0.9,44.0,22.7,Heatwave,Orange,14,6.8
IND-HW-003954,2024-05-19,2024,May,East,West Bengal,Kolkata,42.6,31.7,66,10.2,1.2,80.7,36.5,Heatwave,Orange,78,5.6
IND-HW-003955,2023-05-06,2023,May,North,Rajasthan,Churu,49.2,37.8,10,16.4,2.4,46.8,23.8,Severe Heatwave,Red,13,9.3
IND-HW-003956,2022-05-04,2022,May,North,Uttar Pradesh,Varanasi,45.5,32.2,24,9.4,2.9,50.8,28.0,Heatwave,Orange,21,7.2
IND-HW-003957,2019-04-21,2019,April,North,Uttar Pradesh,Prayagraj,44.6,33.3,30,11.0,3.3,53.2,29.4,Heatwave,Orange,29,6.2
IND-HW-003958,2020-05-07,2020,May,Central,Madhya Pradesh,Bhopal,42.1,29.4,27,12.4,1.7,45.8,26.6,Moderate Heat,Yellow,9,5.3
IND-HW-003959,2022-06-14,2022,June,North,Uttar Pradesh,Prayagraj,44.1,30.0,35,10.0,2.2,55.7,30.5,Moderate Heat,Yellow,35,6.9
IND-HW-003960,2024-06-17,2024,June,South,Telangana,Ramagundam,44.5,33.4,25,13.2,3.2,49.4,27.6,Heatwave,Orange,15,6.6
IND-HW-003961,2022-06-15,2022,June,South,Andhra Pradesh,Vijayawada,41.8,29.7,50,4.4,1.8,60.9,32.4,Moderate Heat,Yellow,37,5.4
IND-HW-003962,2022-06-27,2022,June,Central,Madhya Pradesh,Bhopal,46.1,34.1,20,6.7,3.9,49.2,26.9,Heatwave,Orange,20,7.1
IND-HW-003963,2024-05-19,2024,May,East,West Bengal,Kolkata,38.5,24.2,71,19.9,1.0,65.6,33.7,Normal,Green,37,3.4
IND-HW-003964,2024-05-06,2024,May,East,West Bengal,Kolkata,43.0,32.5,69,8.2,2.6,86.5,37.5,Heatwave,Orange,86,6.7
IND-HW-003965,2020-06-13,2020,June,West,Maharashtra,Nagpur (Vidarbha),47.1,37.1,19,20.5,3.6,50.2,27.1,Severe Heatwave,Red,28,7.4
IND-HW-003966,2019-04-19,2019,April,North,Punjab,Bathinda,42.0,28.9,35,11.9,2.8,50.3,28.9,Moderate Heat,Yellow,26,5.9
IND-HW-003967,2021-04-01,2021,April,North,Rajasthan,Phalodi,47.0,37.3,14,16.4,3.6,46.7,24.7,Severe Heatwave,Red,17,7.5
IND-HW-003968,2023-06-20,2023,June,Central,Madhya Pradesh,Gwalior,42.4,31.5,31,13.3,1.7,48.7,28.0,Moderate Heat,Yellow,21,4.9
IND-HW-003969,2024-05-09,2024,May,North,Rajasthan,Churu,47.1,33.0,18,12.0,3.3,49.5,26.7,Severe Heatwave,Red,20,7.8
IND-HW-003970,2019-05-25,2019,May,North,Rajasthan,Phalodi,50.5,39.6,11,17.4,3.4,49.1,25.2,Severe Heatwave,Red,26,9.8
IND-HW-003971,2019-06-19,2019,June,East,Odisha,Jharsuguda,44.0,32.2,23,8.6,2.8,47.2,26.6,Moderate Heat,Yellow,17,6.1
IND-HW-003972,2024-04-25,2024,April,North,Rajasthan,Churu,44.2,34.2,13,14.7,2.9,42.5,22.5,Moderate Heat,Yellow,11,6.1
IND-HW-003973,2023-05-13,2023,May,Central,Madhya Pradesh,Gwalior,47.5,34.2,21,8.2,1.4,52.5,28.2,Severe Heatwave,Red,41,7.8
IND-HW-003974,2024-05-28,2024,May,North,Uttar Pradesh,Varanasi,47.1,36.3,35,19.3,1.0,64.5,32.9,Severe Heatwave,Red,52,7.1
IND-HW-003975,2022-05-21,2022,May,West,Gujarat,Ahmedabad,42.6,30.3,30,12.3,2.2,48.5,27.9,Moderate Heat,Yellow,10,5.3
IND-HW-003976,2022-04-15,2022,April,North,Punjab,Bathinda,38.9,28.2,43,16.0,3.4,47.1,28.4,Normal,Green,13,4.5
IND-HW-003977,2020-04-07,2020,April,East,Bihar,Patna,47.0,34.8,31,5.1,2.1,60.2,31.5,Severe Heatwave,Red,40,7.4
IND-HW-003978,2019-04-14,2019,April,North,Uttar Pradesh,Varanasi,41.7,29.5,37,20.2,1.8,50.8,29.2,Moderate Heat,Yellow,32,4.6
IND-HW-003979,2023-04-07,2023,April,South,Andhra Pradesh,Vijayawada,43.9,32.3,50,11.2,4.0,68.9,34.2,Heatwave,Orange,44,6.0
IND-HW-003980,2022-04-18,2022,April,Central,Madhya Pradesh,Bhopal,41.0,30.7,28,16.8,1.9,44.2,26.1,Moderate Heat,Yellow,14,4.8
IND-HW-003981,2019-04-12,2019,April,South,Andhra Pradesh,Vijayawada,44.3,32.4,43,14.2,1.1,63.4,32.9,Moderate Heat,Yellow,40,6.3
IND-HW-003982,2024-04-01,2024,April,West,Maharashtra,Nagpur (Vidarbha),43.0,30.9,27,18.0,3.2,47.6,27.2,Moderate Heat,Yellow,15,6.4
IND-HW-003983,2020-05-19,2020,May,South,Telangana,Hyderabad,44.9,34.9,26,6.1,3.6,50.9,28.3,Heatwave,Orange,20,7.6
IND-HW-003984,2023-04-21,2023,April,South,Andhra Pradesh,Vijayawada,45.7,36.2,38,5.7,2.8,63.2,32.7,Heatwave,Orange,53,7.1
IND-HW-003985,2021-04-07,2021,April,North,Rajasthan,Phalodi,41.2,27.7,23,18.7,2.8,42.3,24.6,Moderate Heat,Yellow,1,5.5
IND-HW-003986,2024-04-11,2024,April,East,Bihar,Patna,41.9,28.9,30,5.2,1.7,47.0,27.4,Moderate Heat,Yellow,21,5.3
IND-HW-003987,2019-06-23,2019,June,North,Rajasthan,Churu,44.4,31.8,29,5.7,3.4,52.0,28.9,Moderate Heat,Yellow,29,5.7
IND-HW-003988,2023-05-27,2023,May,South,Tamil Nadu,Chennai,44.7,31.0,50,4.2,1.5,72.1,34.9,Heatwave,Orange,52,5.8
IND-HW-003989,2019-06-17,2019,June,North,Rajasthan,Churu,45.3,32.3,25,6.5,3.0,51.1,28.2,Heatwave,Orange,27,6.6
IND-HW-003990,2022-06-13,2022,June,North,Rajasthan,Phalodi,47.1,36.0,14,12.4,1.1,46.8,24.8,Severe Heatwave,Red,18,7.2
IND-HW-003991,2023-04-23,2023,April,North,Uttar Pradesh,Varanasi,41.6,30.2,44,15.7,1.2,55.4,30.9,Moderate Heat,Yellow,25,4.7
IND-HW-003992,2020-04-29,2020,April,East,Bihar,Patna,45.0,32.6,40,6.3,3.0,62.8,32.6,Heatwave,Orange,43,6.0
IND-HW-003993,2021-05-28,2021,May,Central,Madhya Pradesh,Gwalior,45.0,34.7,22,21.3,3.4,48.5,26.9,Heatwave,Orange,20,7.4
IND-HW-003994,2024-05-21,2024,May,Central,Madhya Pradesh,Bhopal,44.9,32.1,20,18.8,1.9,47.1,26.0,Heatwave,Orange,17,7.3
IND-HW-003995,2024-05-25,2024,May,North,Delhi,New Delhi,48.0,36.5,14,4.7,3.2,48.1,25.3,Severe Heatwave,Red,18,8.2
IND-HW-003996,2019-04-10,2019,April,East,Odisha,Jharsuguda,41.9,30.9,51,9.8,3.2,62.2,32.8,Moderate Heat,Yellow,35,4.9
IND-HW-003997,2020-04-18,2020,April,North,Uttar Pradesh,Varanasi,46.3,33.0,34,17.6,1.4,61.1,31.9,Heatwave,Orange,46,7.5
IND-HW-003998,2019-04-19,2019,April,Central,Madhya Pradesh,Bhopal,43.3,33.3,24,21.7,3.7,46.5,26.4,Moderate Heat,Yellow,17,6.0
IND-HW-003999,2020-06-25,2020,June,North,Rajasthan,Jaipur,37.7,25.6,37,17.2,3.3,41.5,26.0,Normal,Green,9,3.6
IND-HW-004000,2024-05-28,2024,May,North,Rajasthan,Churu,46.4,35.3,19,13.2,1.2,49.0,26.6,Heatwave,Orange,22,7.1
IND-HW-004001,2022-05-14,2022,May,North,Rajasthan,Jaipur,42.3,29.1,24,16.7,3.5,44.6,25.7,Moderate Heat,Yellow,14,4.8
IND-HW-004002,2022-05-29,2022,May,North,Delhi,New Delhi,47.2,35.7,33,15.5,0.9,62.8,32.3,Severe Heatwave,Red,45,7.5
IND-HW-004003,2024-06-22,2024,June,South,Telangana,Hyderabad,39.8,26.0,38,13.1,2.5,46.6,27.9,Normal,Green,20,4.2
IND-HW-004004,2022-04-04,2022,April,Central,Madhya Pradesh,Gwalior,47.2,35.3,23,11.7,1.6,53.5,28.8,Severe Heatwave,Red,19,7.7
IND-HW-004005,2023-06-04,2023,June,South,Tamil Nadu,Chennai,40.9,31.4,63,19.6,3.3,69.2,34.4,Moderate Heat,Yellow,50,4.4
IND-HW-004006,2021-04-13,2021,April,East,Bihar,Patna,36.9,23.5,47,11.3,3.7,44.0,27.6,Normal,Green,12,2.9
IND-HW-004007,2022-06-06,2022,June,South,Telangana,Hyderabad,42.2,28.0,28,4.2,1.9,46.5,27.0,Moderate Heat,Yellow,13,5.6
IND-HW-004008,2023-04-12,2023,April,East,Odisha,Jharsuguda,44.8,33.9,25,19.7,4.0,50.0,27.9,Heatwave,Orange,22,6.5
IND-HW-004009,2019-05-25,2019,May,South,Tamil Nadu,Chennai,41.2,26.8,71,17.2,1.8,79.1,36.2,Moderate Heat,Yellow,72,5.2
IND-HW-004010,2021-05-31,2021,May,North,Rajasthan,Jaipur,45.2,32.1,19,6.2,2.5,47.0,25.8,Heatwave,Orange,21,6.1
IND-HW-004011,2020-05-10,2020,May,North,Rajasthan,Churu,48.7,38.6,13,20.8,3.4,48.3,25.2,Severe Heatwave,Red,13,8.7
IND-HW-004012,2019-05-06,2019,May,West,Maharashtra,Chandrapur,45.2,35.6,23,10.8,3.1,49.5,27.4,Heatwave,Orange,23,6.3
IND-HW-004013,2022-04-02,2022,April,North,Delhi,New Delhi,45.4,32.5,25,14.3,4.1,51.3,28.3,Heatwave,Orange,18,7.0
IND-HW-004014,2023-04-22,2023,April,East,West Bengal,Kolkata,41.4,30.7,62,16.8,2.7,70.5,34.6,Moderate Heat,Yellow,44,5.1
IND-HW-004015,2022-04-22,2022,April,West,Maharashtra,Chandrapur,46.1,35.2,27,10.9,1.3,54.4,29.5,Heatwave,Orange,44,6.7
IND-HW-004016,2021-05-11,2021,May,North,Rajasthan,Jaipur,44.6,30.6,15,7.5,1.6,43.9,23.7,Heatwave,Orange,8,6.0
IND-HW-004017,2023-04-14,2023,April,North,Punjab,Bathinda,42.6,28.3,34,8.8,2.1,51.1,29.1,Moderate Heat,Yellow,31,5.4
IND-HW-004018,2020-05-04,2020,May,East,West Bengal,Kolkata,41.0,28.1,65,21.9,2.0,71.7,34.9,Moderate Heat,Yellow,51,5.0
IND-HW-004019,2022-05-20,2022,May,Central,Madhya Pradesh,Bhopal,44.7,32.4,24,4.5,2.3,49.2,27.4,Heatwave,Orange,21,6.9
