record_id,date,time_utc_ist,region,state,latitude,longitude,magnitude,magnitude_type,depth_km,seismic_zone,mmi_intensity,felt_report,casualties_reported,buildings_damaged,economic_loss_inr_lakh,tsunami_warning,reporting_agency
56335,2018-06-05,07:00:27,Kashmir Himalaya,Jammu and Kashmir,33.6946,74.0589,2.4,Mw,25.1,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56336,2018-06-05,08:40:41,Shillong Plateau,Meghalaya,24.7457,92.7308,2.2,ML,8.9,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
56337,2018-06-05,12:29:00,Chamba-Kangra Belt,Himachal Pradesh,31.7027,76.2911,2.1,ML,19.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56338,2018-06-05,12:58:25,Jharkhand Craton,Jharkhand,23.325,85.4647,2.4,ML,10.8,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56339,2018-06-05,14:30:26,Tripura Fold Belt,Tripura,25.3798,91.1343,2.4,Mw,5.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56340,2018-06-05,16:13:30,Uttar Pradesh Gangetic Plain,Uttar Pradesh,26.4866,79.8259,2.4,Mw,2.0,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56341,2018-06-05,16:55:26,Punjab Plains,Punjab,30.4037,75.1353,2.1,ML,20.7,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56342,2018-06-05,16:59:55,Kumaon Himalaya,Uttarakhand,30.4119,79.8174,2.0,Mw,10.0,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
56343,2018-06-05,17:17:14,Kutch Region,Gujarat,23.5134,71.4596,3.2,Mw,8.1,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
56344,2018-06-05,18:53:06,Kutch Region,Gujarat,24.0917,70.5902,2.7,Mw,14.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56345,2018-06-05,19:02:04,Chamba-Kangra Belt,Himachal Pradesh,33.3314,76.5229,3.1,Mw,26.3,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56346,2018-06-05,20:34:11,Chamba-Kangra Belt,Himachal Pradesh,32.1028,75.9122,2.6,Mw,17.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56347,2018-06-05,22:27:09,Odisha Craton,Odisha,20.5877,85.3416,2.8,ML,10.0,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
56348,2018-06-06,00:14:06,Sikkim Himalaya,Sikkim,27.8529,89.0211,2.0,ML,12.6,IV,2,Not felt,0,0,0.0,No,IMD
56349,2018-06-06,00:51:04,Kerala Coastal Belt,Kerala,9.7781,76.3676,2.0,ML,9.9,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56350,2018-06-06,04:30:16,Manipur-Indo-Myanmar Ranges,Manipur,25.4747,93.9848,2.1,Mw,57.3,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56351,2018-06-06,05:15:04,Kutch Region,Gujarat,23.16,69.8269,2.3,Mw,17.8,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56352,2018-06-06,05:26:46,Andaman Islands,Andaman and Nicobar Islands,11.966,93.0165,2.1,Mw,45.2,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56353,2018-06-06,08:06:41,Kumaon Himalaya,Uttarakhand,29.7692,79.9589,2.2,ML,30.2,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56354,2018-06-06,16:23:16,Chamba-Kangra Belt,Himachal Pradesh,31.7492,76.2228,2.4,Mw,28.7,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56355,2018-06-06,16:31:11,Darjeeling Himalaya,West Bengal,26.6648,89.0404,2.1,ML,2.1,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
56356,2018-06-06,18:12:22,Andaman Islands,Andaman and Nicobar Islands,11.6553,94.0503,2.9,Mw,107.9,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56357,2018-06-06,21:34:28,Kerala Coastal Belt,Kerala,10.3407,75.2832,2.4,Mw,4.0,III,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56358,2018-06-06,22:14:07,Shillong Plateau,Meghalaya,25.7222,91.3867,2.7,ML,8.8,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56359,2018-06-06,22:22:08,Upper Assam,Assam,28.2234,94.6538,2.2,Mw,22.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56360,2018-06-06,22:32:13,Bhadrachalam-Godavari Graben,Telangana,18.3933,81.2497,2.2,Mw,7.0,III,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56361,2018-06-06,22:51:27,Koyna-Warna Region,Maharashtra,17.1171,73.8438,2.5,mb,10.3,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56362,2018-06-07,04:48:34,Garhwal Himalaya,Uttarakhand,30.2892,79.8491,2.2,Mw,15.2,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
56363,2018-06-07,05:13:30,Kumaon Himalaya,Uttarakhand,29.5886,80.0483,2.1,Mw,3.1,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56364,2018-06-07,06:28:29,Saurashtra,Gujarat,22.4885,70.5278,2.1,ML,2.0,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
56365,2018-06-07,07:48:55,Jharkhand Craton,Jharkhand,23.3466,86.158,2.1,ML,4.4,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56366,2018-06-07,09:44:07,Shillong Plateau,Meghalaya,26.4156,91.5832,2.4,Mw,7.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56367,2018-06-07,10:21:30,Rann of Kutch Border,Gujarat,23.4526,70.7315,2.1,Mw,10.1,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56368,2018-06-07,13:27:40,Garhwal Himalaya,Uttarakhand,29.543,79.5511,3.5,ML,20.9,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56369,2018-06-07,14:03:48,Arunachal Himalaya,Arunachal Pradesh,27.9949,94.3596,4.1,ML,11.8,V,6,Slight damage to buildings,0,0,0.0,No,National Center for Seismology
56370,2018-06-07,16:04:34,Kumaon Himalaya,Uttarakhand,29.9226,80.0665,2.2,Mw,18.0,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
56371,2018-06-07,16:06:07,Kumaon Himalaya,Uttarakhand,29.6926,80.3324,2.1,Mw,50.7,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
56372,2018-06-07,16:14:09,Garhwal Himalaya,Uttarakhand,30.8468,79.1908,2.8,mb,7.4,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
56373,2018-06-07,18:13:28,Upper Assam,Assam,26.8811,95.2013,2.6,Mw,12.3,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56374,2018-06-07,18:38:11,Delhi-NCR (Sohna Fault),Delhi,28.2653,76.8464,3.0,ML,11.2,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
56375,2018-06-07,19:13:19,Kutch Region,Gujarat,24.1834,69.458,2.2,ML,6.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
56376,2018-06-07,20:22:37,Shillong Plateau,Meghalaya,25.8421,91.2349,2.5,Mw,12.3,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56377,2018-06-07,21:30:39,Koyna-Warna Region,Maharashtra,17.9471,73.8886,2.2,mb,21.3,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
56378,2018-06-07,21:57:36,Shillong Plateau,Meghalaya,24.9003,90.9789,3.5,Mw,31.4,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
56379,2018-06-07,22:54:59,Nicobar Islands,Andaman and Nicobar Islands,7.9073,93.6195,2.3,Mw,93.8,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56380,2018-06-07,23:02:34,Nicobar Islands,Andaman and Nicobar Islands,7.9844,92.7941,3.2,mb,34.5,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56381,2018-06-07,23:14:47,Upper Assam,Assam,27.7169,94.1313,2.0,ML,4.1,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56382,2018-06-08,02:41:21,Chamba-Kangra Belt,Himachal Pradesh,31.1174,76.9685,2.1,Mw,9.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56383,2018-06-08,02:51:10,Shillong Plateau,Meghalaya,25.5461,91.8539,2.0,mb,9.7,V,2,Not felt,0,0,0.0,No,IMD
56384,2018-06-08,03:16:14,Guwahati-Kopili Belt,Assam,25.7405,92.134,2.5,Mw,32.2,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56385,2018-06-08,04:17:33,Kashmir Himalaya,Jammu and Kashmir,34.4632,74.2821,2.2,mb,16.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56386,2018-06-08,05:13:51,Shillong Plateau,Meghalaya,24.9094,92.5944,7.3,mb,5.5,V,11,Near total destruction,224,20110,47756.9,No,National Center for Seismology
56387,2018-06-08,06:38:56,Bihar-Nepal Border,Bihar,25.9728,86.2773,2.5,Mw,11.8,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56388,2018-06-08,12:47:08,Saurashtra,Gujarat,22.0398,71.4097,4.3,ML,7.9,III,6,Slight damage to buildings,0,0,0.0,No,USGS
56389,2018-06-08,13:11:24,Garhwal Himalaya,Uttarakhand,29.8139,78.1688,2.3,Mw,5.2,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56390,2018-06-08,14:15:49,Shillong Plateau,Meghalaya,24.8069,91.4921,2.8,Mw,32.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56391,2018-06-08,15:00:09,Tripura Fold Belt,Tripura,23.8293,90.3211,2.3,Mw,21.4,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
56392,2018-06-08,15:03:29,Uttar Pradesh Gangetic Plain,Uttar Pradesh,26.9199,80.1804,2.1,Mw,6.6,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
56393,2018-06-08,15:32:41,Tripura Fold Belt,Tripura,23.9005,92.4743,2.2,ML,3.9,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56394,2018-06-08,17:14:24,Saurashtra,Gujarat,21.9796,72.4132,2.0,Mw,9.5,III,2,Not felt,0,0,0.0,No,National Center for Seismology
56395,2018-06-08,18:41:15,Darjeeling Himalaya,West Bengal,27.0781,88.031,2.4,mb,58.7,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
56396,2018-06-08,19:55:24,Kumaon Himalaya,Uttarakhand,30.821,79.7152,2.4,mb,21.8,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56397,2018-06-08,20:14:15,Guwahati-Kopili Belt,Assam,26.7151,92.4969,3.1,ML,29.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56398,2018-06-08,22:29:02,Andaman Islands,Andaman and Nicobar Islands,12.63,93.5044,2.3,mb,61.9,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56399,2018-06-09,02:41:58,Guwahati-Kopili Belt,Assam,25.7805,91.1125,2.1,Mw,25.6,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56400,2018-06-09,02:55:47,Kashmir Himalaya,Jammu and Kashmir,33.8269,74.4361,2.8,ML,2.4,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
56401,2018-06-09,04:39:04,Arunachal Himalaya,Arunachal Pradesh,28.6982,94.8255,2.2,Mw,8.4,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56402,2018-06-09,05:20:35,Nagaland Hills,Nagaland,26.0854,94.3988,2.2,ML,20.7,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56403,2018-06-09,10:03:33,Delhi-NCR (Sohna Fault),Delhi,28.7764,77.5161,2.5,Mw,12.1,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56404,2018-06-09,10:10:10,Arunachal Himalaya,Arunachal Pradesh,28.9898,94.7583,2.6,Mw,12.3,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56405,2018-06-09,11:18:36,Delhi-NCR (Sohna Fault),Delhi,28.1308,76.9972,2.0,Mw,2.0,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56406,2018-06-09,12:05:52,Manipur-Indo-Myanmar Ranges,Manipur,24.9444,93.4122,2.0,ML,85.7,V,2,Not felt,0,0,0.0,No,IMD
56407,2018-06-09,12:24:16,Garhwal Himalaya,Uttarakhand,30.1172,78.0748,2.5,mb,53.8,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
56408,2018-06-09,14:15:50,Kashmir Himalaya,Jammu and Kashmir,34.9534,74.5469,2.0,ML,18.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
56409,2018-06-09,14:49:16,Kashmir Himalaya,Jammu and Kashmir,33.9605,74.4226,2.5,Mw,4.7,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56410,2018-06-09,15:22:09,Mizoram Hills,Mizoram,23.2258,93.2498,3.5,Mw,63.4,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56411,2018-06-09,16:02:42,Guwahati-Kopili Belt,Assam,25.956,92.0113,2.4,ML,15.7,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
56412,2018-06-09,16:27:45,Darjeeling Himalaya,West Bengal,27.0407,87.4479,2.2,mb,10.1,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56413,2018-06-09,17:02:19,Rajasthan Aravalli Belt,Rajasthan,24.5285,73.5491,2.4,Mw,2.5,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56414,2018-06-09,17:10:53,Garhwal Himalaya,Uttarakhand,30.2768,80.0274,2.2,ML,54.6,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
56415,2018-06-09,17:39:24,Mizoram Hills,Mizoram,23.2057,92.1113,2.3,Mw,17.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56416,2018-06-09,18:02:39,Kashmir Himalaya,Jammu and Kashmir,34.3433,74.5441,3.8,mb,24.0,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
56417,2018-06-09,18:06:12,Andaman Islands,Andaman and Nicobar Islands,11.5329,93.3575,2.1,ML,57.0,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56418,2018-06-09,19:40:02,Manipur-Indo-Myanmar Ranges,Manipur,24.3918,94.0732,2.1,ML,57.5,V,2,Not felt,0,0,0.0,No,USGS
56419,2018-06-09,20:22:11,Arunachal Himalaya,Arunachal Pradesh,28.0582,95.084,2.6,Mw,20.5,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56420,2018-06-09,20:49:08,Bihar-Nepal Border,Bihar,26.833,85.1047,2.3,Mw,22.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
56421,2018-06-09,20:59:28,Sikkim Himalaya,Sikkim,27.5148,88.5305,2.1,ML,4.1,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
56422,2018-06-09,22:22:21,Kashmir Himalaya,Jammu and Kashmir,34.1116,74.1788,2.5,Mw,21.0,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
56423,2018-06-09,23:16:40,Guwahati-Kopili Belt,Assam,25.8191,91.9193,2.1,Mw,2.8,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56424,2018-06-09,23:33:07,Shillong Plateau,Meghalaya,25.3088,92.1282,2.4,Mw,10.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56425,2018-06-10,01:36:24,Tripura Fold Belt,Tripura,22.9822,91.763,2.2,Mw,3.1,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56426,2018-06-10,03:09:17,Bihar-Nepal Border,Bihar,25.9823,86.3581,3.2,Mw,8.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56427,2018-06-10,07:25:01,Upper Assam,Assam,27.5978,95.348,2.4,Mw,41.2,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56428,2018-06-10,09:53:58,Upper Assam,Assam,27.6059,95.5347,2.0,Mw,32.5,V,2,Not felt,0,0,0.0,No,IMD
56429,2018-06-10,10:01:29,Guwahati-Kopili Belt,Assam,25.5572,91.0183,2.1,Mw,12.2,V,2,Not felt,0,0,0.0,No,IMD
56430,2018-06-10,12:31:05,Tripura Fold Belt,Tripura,23.9657,91.261,2.2,mb,26.3,V,2,Not felt,0,0,0.0,No,IMD
56431,2018-06-10,13:41:46,Sikkim Himalaya,Sikkim,26.7736,88.4777,2.5,mb,7.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56432,2018-06-10,13:53:22,Delhi-NCR (Sohna Fault),Delhi,28.585,77.5414,2.1,Mw,12.3,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56433,2018-06-10,14:33:54,Kumaon Himalaya,Uttarakhand,30.0075,81.1478,2.1,ML,16.1,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56434,2018-06-10,15:34:53,Chamba-Kangra Belt,Himachal Pradesh,31.3029,75.1854,2.0,Mw,7.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56435,2018-06-10,17:12:12,Punjab Plains,Punjab,30.9767,75.5097,2.0,ML,9.0,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
56436,2018-06-10,18:50:40,Rann of Kutch Border,Gujarat,23.6806,70.9219,3.2,Mw,16.7,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56437,2018-06-10,20:25:04,Nagaland Hills,Nagaland,25.5987,93.9343,2.0,Mw,34.6,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56438,2018-06-10,20:58:30,Bihar-Nepal Border,Bihar,24.9772,85.7221,3.7,ML,55.9,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
56439,2018-06-10,22:00:57,Darjeeling Himalaya,West Bengal,27.6666,87.9076,2.1,ML,13.7,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56440,2018-06-11,00:38:53,Andaman Islands,Andaman and Nicobar Islands,11.7613,93.1044,2.0,Mw,37.5,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56441,2018-06-11,00:40:55,Garhwal Himalaya,Uttarakhand,30.5991,79.0866,2.3,Mw,13.9,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56442,2018-06-11,02:11:40,Uttar Pradesh Gangetic Plain,Uttar Pradesh,28.196,80.6133,3.2,ML,3.5,III,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
56443,2018-06-11,03:33:38,Tripura Fold Belt,Tripura,23.543,91.4434,2.7,mb,29.3,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56444,2018-06-11,04:21:08,Shillong Plateau,Meghalaya,25.1152,91.6453,2.9,Mw,6.6,V,5,"Felt by most, minor damage possible",0,0,0.0,No,USGS
56445,2018-06-11,04:33:03,Garhwal Himalaya,Uttarakhand,31.218,79.0894,2.0,Mw,40.2,IV,1,Not felt,0,0,0.0,No,IMD
56446,2018-06-11,06:37:06,Punjab Plains,Punjab,30.7243,76.1124,3.0,Mw,10.1,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56447,2018-06-11,10:33:47,Koyna-Warna Region,Maharashtra,18.4273,74.3464,2.3,Mw,17.6,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
56448,2018-06-11,12:03:35,Garhwal Himalaya,Uttarakhand,29.3687,78.928,2.4,ML,21.2,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
56449,2018-06-11,13:49:10,Andaman Islands,Andaman and Nicobar Islands,12.3686,93.5991,2.1,Mw,65.9,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56450,2018-06-11,15:29:45,Guwahati-Kopili Belt,Assam,27.2818,91.6183,2.1,Mw,9.4,V,2,Not felt,0,0,0.0,No,IMD
56451,2018-06-11,16:34:49,Andaman Islands,Andaman and Nicobar Islands,12.9389,92.8539,3.9,Mw,40.8,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
56452,2018-06-11,17:33:19,Andaman Islands,Andaman and Nicobar Islands,13.0148,92.9077,2.7,ML,97.1,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
56453,2018-06-11,17:53:01,Garhwal Himalaya,Uttarakhand,30.1497,79.4359,2.0,Mw,34.8,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
56454,2018-06-11,18:39:29,Uttar Pradesh Gangetic Plain,Uttar Pradesh,27.0738,79.9008,2.3,mb,2.0,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56455,2018-06-11,21:15:22,Koyna-Warna Region,Maharashtra,17.1571,74.4208,2.4,Mw,28.2,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
56456,2018-06-11,21:47:06,Kutch Region,Gujarat,23.5261,70.348,2.2,Mw,6.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
56457,2018-06-11,23:34:55,Kumaon Himalaya,Uttarakhand,30.3024,80.6181,2.3,Mw,26.6,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56458,2018-06-12,00:16:17,Kutch Region,Gujarat,22.4966,69.3103,2.4,mb,12.1,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56459,2018-06-12,04:18:54,Sikkim Himalaya,Sikkim,26.7721,88.3326,2.5,ML,41.0,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56460,2018-06-12,05:07:48,Saurashtra,Gujarat,20.7106,70.3784,2.2,ML,2.0,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56461,2018-06-12,06:17:33,Garhwal Himalaya,Uttarakhand,30.7915,78.2454,3.5,mb,15.6,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
56462,2018-06-12,08:14:33,Bhadrachalam-Godavari Graben,Telangana,17.7399,80.8715,2.4,Mw,14.4,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56463,2018-06-12,09:20:27,Nicobar Islands,Andaman and Nicobar Islands,8.2225,93.0534,2.0,Mw,28.1,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56464,2018-06-12,09:57:40,Bihar-Nepal Border,Bihar,26.377,87.0169,2.2,ML,16.9,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
56465,2018-06-12,10:04:30,Upper Assam,Assam,27.1005,96.3466,3.3,mb,7.0,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
56466,2018-06-12,10:22:53,Guwahati-Kopili Belt,Assam,25.7877,92.5311,2.3,ML,11.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56467,2018-06-12,10:36:00,Upper Assam,Assam,27.061,95.449,2.4,ML,22.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56468,2018-06-12,11:31:23,Guwahati-Kopili Belt,Assam,26.3754,92.2976,2.0,Mw,12.4,V,2,Not felt,0,0,0.0,No,IMD
56469,2018-06-12,11:40:16,Mizoram Hills,Mizoram,23.7303,92.7976,2.0,mb,36.3,V,2,Not felt,0,0,0.0,No,USGS
56470,2018-06-12,16:46:44,Guwahati-Kopili Belt,Assam,27.2071,90.8596,2.0,Mw,11.4,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56471,2018-06-12,17:16:19,Manipur-Indo-Myanmar Ranges,Manipur,25.2195,92.3446,2.1,mb,143.9,V,1,Not felt,0,0,0.0,No,National Center for Seismology
56472,2018-06-12,17:19:55,Odisha Craton,Odisha,21.1823,83.6242,2.3,mb,2.6,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
56473,2018-06-12,18:47:53,Chamba-Kangra Belt,Himachal Pradesh,33.163,75.9724,2.3,Mw,32.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56474,2018-06-12,19:44:53,Kumaon Himalaya,Uttarakhand,29.8997,79.8395,2.1,ML,33.5,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
56475,2018-06-12,21:26:55,Manipur-Indo-Myanmar Ranges,Manipur,24.6287,93.8288,2.1,Mw,28.8,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56476,2018-06-12,21:45:12,Kumaon Himalaya,Uttarakhand,29.6954,79.7574,2.1,ML,2.0,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
56477,2018-06-12,23:23:24,Nagaland Hills,Nagaland,26.0785,94.5657,2.3,ML,17.9,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56478,2018-06-12,23:24:54,Arunachal Himalaya,Arunachal Pradesh,29.0151,93.7643,3.7,mb,19.6,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
56479,2018-06-12,23:39:02,Guwahati-Kopili Belt,Assam,26.6812,92.0823,2.2,ML,16.0,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
56480,2018-06-12,23:46:19,Nagaland Hills,Nagaland,26.4183,95.8908,2.5,ML,3.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
56481,2018-06-13,00:42:35,Upper Assam,Assam,27.2941,94.784,2.4,ML,13.8,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
56482,2018-06-13,01:50:55,Nicobar Islands,Andaman and Nicobar Islands,8.0745,93.7583,2.2,ML,44.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56483,2018-06-13,02:49:08,Garhwal Himalaya,Uttarakhand,30.91,79.5995,2.5,ML,19.1,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
56484,2018-06-13,03:58:35,Darjeeling Himalaya,West Bengal,27.9068,88.7747,2.8,ML,25.1,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56485,2018-06-13,05:17:55,Shillong Plateau,Meghalaya,25.0648,91.1818,2.0,Mw,8.8,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56486,2018-06-13,06:07:41,Kumaon Himalaya,Uttarakhand,30.2809,80.0856,2.3,Mw,3.5,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56487,2018-06-13,07:05:30,Tripura Fold Belt,Tripura,24.0863,91.1579,3.2,mb,7.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
56488,2018-06-13,07:34:32,Chamba-Kangra Belt,Himachal Pradesh,32.0996,76.276,2.1,Mw,31.4,V,2,Not felt,0,0,0.0,No,National Center for Seismology
56489,2018-06-13,07:40:35,Guwahati-Kopili Belt,Assam,25.7824,92.2976,2.5,Mw,13.0,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
56490,2018-06-13,10:11:35,Kumaon Himalaya,Uttarakhand,30.978,80.224,3.3,Mw,21.5,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
56491,2018-06-13,11:01:03,Garhwal Himalaya,Uttarakhand,30.6925,78.3713,2.6,ML,68.3,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
56492,2018-06-13,11:49:11,Shillong Plateau,Meghalaya,25.5166,91.6989,2.2,mb,22.4,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
